player_name,team,class_year,position,games_played,archetype_id,archetype_name,proj_salary_low,proj_salary_mid,proj_salary_high,pts_per_game,fg_pct,fg3_pct,ft_pct,ast_pct,reb_pct,blk_per_game,stl_per_game,usg_pct,ts_pct,Player,Draft_Prob
Ivona Miljanic,La Salle Explorers Women's,SR,G,33.0,1,Bench Guard/Wing,574182,675508,776835,4.3,0.301,0.304,0.577,0.079,0.052,0.1,0.4,0.116,0.426,Ivona Miljanic,0.0006773549610100487
Tonie Morgan,Kentucky Wildcats Women's,SR,G,36.0,2,High-Volume Wing/Guard,582271,685024,787778,13.8,0.467,0.344,0.731,0.421,0.049,0.6,0.9,0.228,0.542,Tonie Morgan,0.9094836571366153
Amelia Hassett,Kentucky Wildcats Women's,SR,F,36.0,4,Efficient Role Player,524505,617065,709624,10.5,0.397,0.361,0.857,0.082,0.089,1.3,0.8,0.153,0.574,Amelia Hassett,0.2582285229105164
Jordan Obi,Kentucky Wildcats Women's,SR,F,36.0,3,Interior Specialist,498427,586384,674342,9.0,0.518,0.25,0.654,0.073,0.125,0.6,0.5,0.185,0.554,Jordan Obi,0.00739007973896856
Teonni Key,Kentucky Wildcats Women's,SR,G-F,28.0,3,Interior Specialist,540624,636028,731432,11.4,0.512,0.133,0.698,0.085,0.154,1.3,0.7,0.223,0.551,Teonni Key,0.5530998827369997
Dionna Gray,Kent State Golden Flashes Women's,SR,G,31.0,1,Bench Guard/Wing,441432,519332,597232,5.6,0.282,0.222,0.867,0.295,0.068,0.3,1.3,0.149,0.426,Dionna Gray,2.5615897987995555e-05
Keyarah Berry,Kennesaw State Owls Women's,SR,G,28.0,0,Elite Two-Way Big,589263,693251,797239,14.1,0.473,0.256,0.587,0.085,0.098,0.2,2.1,0.259,0.508,Keyarah Berry,4.8311422980841886e-05
Tess Heal,Kansas State Wildcats Women's,SR,G,34.0,4,Efficient Role Player,528588,621868,715148,10.7,0.476,0.324,0.869,0.126,0.074,0.4,1.1,0.184,0.599,Tess Heal,0.15366338316213837
Tierra Trotter,Kansas City Roos Women's,SR,G,29.0,2,High-Volume Wing/Guard,516871,608083,699296,10.0,0.378,0.342,0.741,0.245,0.043,0.2,1.4,0.239,0.472,Tierra Trotter,1.278420960350351e-05
Zaire Harrell,Kansas City Roos Women's,SR,G,30.0,3,Interior Specialist,470202,553178,636155,7.3,0.418,0.25,0.846,0.115,0.106,0.3,1.5,0.145,0.485,Zaire Harrell,1.8350253233297954e-05
Lilly Meister,Kansas Jayhawks Women's,SR,F,36.0,3,Interior Specialist,492183,579039,665895,8.6,0.5,0.293,0.667,0.081,0.145,0.8,0.7,0.185,0.563,Lilly Meister,0.003436721610932045
Elle Evans,Kansas Jayhawks Women's,SR,G,36.0,4,Efficient Role Player,485953,571710,657466,8.2,0.452,0.453,0.929,0.107,0.069,0.6,0.7,0.172,0.605,Elle Evans,0.08843214946952492
Peyton McDaniel,James Madison Dukes Women's,SR,G,35.0,0,Elite Two-Way Big,672707,791420,910133,18.8,0.446,0.345,0.813,0.14,0.122,0.5,1.6,0.264,0.557,Peyton McDaniel,0.26799803832099106
Ashanti Barnes-Williams,James Madison Dukes Women's,SR,F,35.0,0,Elite Two-Way Big,602525,708853,815181,14.9,0.492,0.207,0.646,0.175,0.167,0.4,1.1,0.263,0.53,Ashanti Barnes-Williams,0.20978443369711985
Mya Barnes,Jacksonville State Gamecocks Women's,SR,F,31.0,0,Elite Two-Way Big,537693,632580,727467,11.2,0.397,0.339,0.7,0.111,0.135,1.2,1.2,0.193,0.511,Mya Barnes,0.0006421891443641987
Adriana Jones,Jacksonville State Gamecocks Women's,SR,G,32.0,1,Bench Guard/Wing,508661,598425,688189,9.6,0.37,0.276,0.8,0.111,0.062,0.1,0.8,0.22,0.467,Adriana Jones,4.5769394485735834e-05
Brooklyn McDaniel,Jacksonville State Gamecocks Women's,SR,F,30.0,3,Interior Specialist,506419,595787,685155,9.4,0.47,0.27,0.651,0.102,0.103,0.1,0.4,0.215,0.529,Brooklyn McDaniel,8.551505366634505e-05
Eden Sample,Jacksonville State Gamecocks Women's,SR,G,32.0,1,Bench Guard/Wing,464496,546466,628436,7.0,0.369,0.272,0.684,0.051,0.049,0.7,0.8,0.146,0.485,Eden Sample,6.46963027752403e-05
Maria Sanchez Ponce,Jacksonville State Gamecocks Women's,SR,F,27.0,4,Efficient Role Player,485475,571147,656819,8.2,0.4,0.366,0.658,0.075,0.1,0.1,0.7,0.225,0.509,Maria Sanchez Ponce,5.55114960899815e-05
Priscilla Williams,Jacksonville Dolphins Women's,SR,G,31.0,0,Elite Two-Way Big,606303,713297,820292,15.1,0.389,0.285,0.781,0.194,0.161,1.3,1.2,0.298,0.52,Priscilla Williams,0.0005070596758658028
Makiya Miller,Jacksonville Dolphins Women's,SR,G,33.0,1,Bench Guard/Wing,499432,587567,675702,9.0,0.36,0.354,0.764,0.109,0.047,0.2,1.0,0.183,0.491,Makiya Miller,2.2749686644911216e-05
Jaileyah Cotton,Jackson State Lady Tigers Women's,SR,G,29.0,1,Bench Guard/Wing,500699,589057,677416,9.1,0.321,0.326,0.711,0.256,0.079,0.0,1.4,0.207,0.429,Jaileyah Cotton,1.4359029986183427e-05
Mikayla Brown,Jackson State Lady Tigers Women's,SR,C,31.0,3,Interior Specialist,462291,543872,625453,6.9,0.386,0.0,0.577,0.095,0.154,0.3,0.5,0.2,0.415,Mikayla Brown,5.8433123124935175e-05
Derrica McCall,Jackson State Lady Tigers Women's,SR,G,31.0,1,Bench Guard/Wing,448001,527060,606119,6.0,0.332,0.347,0.852,0.097,0.045,0.1,1.2,0.148,0.448,Derrica McCall,9.954126031137175e-06
Olivia Smith,IU Indianapolis Jaguars Women's,JR,F,31.0,2,High-Volume Wing/Guard,526963,619956,712949,10.6,0.425,0.286,0.754,0.161,0.077,0.2,1.7,0.218,0.524,Olivia Smith,1.9704177250789207e-05
Sydney Bolden,IU Indianapolis Jaguars Women's,SR,G,31.0,1,Bench Guard/Wing,447453,526415,605378,6.0,0.273,0.212,0.738,0.083,0.053,0.4,1.6,0.188,0.41,Sydney Bolden,1.0161446694618191e-05
Mackenzie Hare,Iowa State Cyclones Women's,SR,G,32.0,4,Efficient Role Player,447453,526415,605378,6.0,0.405,0.4,0.485,0.045,0.057,0.2,0.8,0.114,0.569,Mackenzie Hare,0.0006817039463109001
Hannah Stuelke,Iowa Hawkeyes Women's,SR,F,32.0,3,Interior Specialist,576164,677840,779516,13.4,0.536,0.222,0.554,0.177,0.168,0.4,1.2,0.226,0.548,Hannah Stuelke,0.5927720954082084
Kylie Feuerbach,Iowa Hawkeyes Women's,SR,G,31.0,1,Bench Guard/Wing,432700,509059,585418,5.1,0.307,0.274,0.857,0.145,0.041,0.5,1.2,0.122,0.46,Kylie Feuerbach,0.00461271699215923
Isabellah Middleton,Iona Gaels Women's,SR,G,31.0,0,Elite Two-Way Big,581554,684181,786808,13.7,0.416,0.316,0.72,0.145,0.118,0.2,2.5,0.258,0.481,Isabellah Middleton,8.50179270991798e-06
Ella Fajardo,Iona Gaels Women's,SR,G,32.0,1,Bench Guard/Wing,484338,569810,655281,8.2,0.352,0.279,0.831,0.218,0.042,0.1,0.8,0.182,0.465,Ella Fajardo,3.104508535036648e-05
Kennedy Claybrooks,Indiana State Sycamores Women's,SR,G,30.0,2,High-Volume Wing/Guard,498907,586950,674992,9.0,0.394,0.328,0.783,0.308,0.062,0.3,1.5,0.188,0.49,Kennedy Claybrooks,2.2331074218000317e-05
Samiyah Briggs,Indiana State Sycamores Women's,SR,G,32.0,1,Bench Guard/Wing,485953,571710,657466,8.2,0.32,0.247,0.738,0.107,0.065,0.3,0.8,0.176,0.429,Samiyah Briggs,6.373694419972256e-05
Kayla Smith,Indiana State Sycamores Women's,SR,F,32.0,1,Bench Guard/Wing,457026,537678,618330,6.6,0.29,0.269,0.78,0.061,0.066,0.3,0.7,0.166,0.422,Kayla Smith,7.531073346203198e-05
Da'Naria Washington,Indiana State Sycamores Women's,SR,G,30.0,1,Bench Guard/Wing,451420,531082,610745,6.2,0.445,0.194,0.648,0.186,0.061,0.4,1.3,0.131,0.493,Da'Naria Washington,1.7632778474352404e-05
Shay Ciezki,Indiana Hoosiers Women's,SR,G,31.0,2,High-Volume Wing/Guard,747552,879473,1011394,22.8,0.526,0.446,0.908,0.216,0.065,0.2,1.5,0.309,0.642,Shay Ciezki,0.11886542297030352
Jorja Elliott,Incarnate Word Cardinals Women's,SR,G,30.0,0,Elite Two-Way Big,558941,657578,756215,12.4,0.427,0.362,0.706,0.129,0.101,0.7,1.4,0.215,0.559,Jorja Elliott,7.228887494096268e-06
Jessica Carrothers,UIC Flames Women's,SR,G,28.0,2,High-Volume Wing/Guard,659317,775667,892017,18.0,0.499,0.174,0.901,0.293,0.056,0.2,1.4,0.278,0.54,Jessica Carrothers,0.0020398798010389206
Sara Zabrecky,UIC Flames Women's,SR,G,32.0,4,Efficient Role Player,579541,681813,784085,4.6,0.366,0.357,0.762,0.045,0.069,0.1,0.5,0.085,0.549,Sara Zabrecky,7.715473907789082e-05
Addison Martin,Illinois State Redbirds Women's,SR,F,38.0,3,Interior Specialist,559654,658416,757179,12.5,0.491,0.0,0.714,0.162,0.094,0.4,0.5,0.194,0.53,Addison Martin,0.002138160791439615
Tasia Jordan,Idaho State Bengals Women's,SR,G,30.0,0,Elite Two-Way Big,610541,718284,826026,15.3,0.434,0.214,0.782,0.103,0.114,0.6,1.7,0.328,0.483,Tasia Jordan,5.112345278958313e-05
Kacey Spink,Idaho State Bengals Women's,SR,G,30.0,0,Elite Two-Way Big,508155,597829,687504,9.5,0.407,0.342,0.761,0.269,0.13,0.2,3.3,0.189,0.482,Kacey Spink,0.001932528432574037
Kyra Gardner,Idaho Vandals Women's,SR,G,35.0,0,Elite Two-Way Big,568961,669366,769771,13.0,0.401,0.322,0.687,0.119,0.114,1.0,2.5,0.221,0.499,Kyra Gardner,0.023550370964261106
Zennia Thomas,Howard Lady Bison Women's,SR,F,34.0,0,Elite Two-Way Big,607730,714976,822223,15.2,0.428,0.231,0.711,0.13,0.138,1.0,0.9,0.266,0.507,Zennia Thomas,0.0001407044696349738
TK Pitts,Houston Cougars Women's,SR,G,28.0,3,Interior Specialist,507576,597148,686720,9.5,0.382,0.222,0.656,0.118,0.131,0.4,2.3,0.198,0.455,TK Pitts,0.0006822004194863169
Briana Peguero,Houston Cougars Women's,SR,G,29.0,1,Bench Guard/Wing,494732,582037,669343,8.8,0.344,0.327,0.757,0.198,0.04,0.1,1.6,0.217,0.46,Briana Peguero,2.5916412293861626e-05
Amirah Abdur-Rahim,Houston Cougars Women's,SR,F,29.0,3,Interior Specialist,488777,575032,661287,8.4,0.439,0.255,0.593,0.11,0.106,1.2,1.1,0.205,0.481,Amirah Abdur-Rahim,0.0020640118628817337
Meg Cahalan,Holy Cross Crusaders Women's,SR,F,32.0,2,High-Volume Wing/Guard,605689,712575,819461,15.1,0.469,0.25,0.86,0.193,0.079,0.7,0.6,0.287,0.537,Meg Cahalan,0.0015723801072585304
Kaitlyn Flanagan,Holy Cross Crusaders Women's,SR,G,33.0,2,High-Volume Wing/Guard,501532,590037,678543,9.2,0.442,0.31,0.767,0.295,0.052,0.5,1.0,0.189,0.514,Kaitlyn Flanagan,9.776693809994946e-05
Simone Foreman,Holy Cross Crusaders Women's,SR,G,31.0,3,Interior Specialist,489986,576455,662923,8.5,0.397,0.231,0.673,0.078,0.149,0.1,0.9,0.222,0.443,Simone Foreman,2.1877014261495994e-05
Mary-Elizabeth Donnelly,Holy Cross Crusaders Women's,SR,G,33.0,4,Efficient Role Player,477481,561742,646003,7.8,0.423,0.353,0.867,0.125,0.134,0.8,0.6,0.157,0.558,Mary-Elizabeth Donnelly,6.91153826303332e-06
Chloe Sterling,Hofstra Pride Women's,SR,G,27.0,1,Bench Guard/Wing,520789,612692,704596,10.3,0.336,0.224,0.805,0.25,0.065,0.1,1.2,0.25,0.414,Chloe Sterling,1.5401861644752605e-05
Alarice Gooden,Hofstra Pride Women's,SR,G,33.0,1,Bench Guard/Wing,484779,570328,655877,8.2,0.344,0.256,0.74,0.171,0.066,0.2,0.9,0.255,0.411,Alarice Gooden,3.168627607020441e-05
Sandra Magolico,Hofstra Pride Women's,SR,F,31.0,3,Interior Specialist,478320,562730,647139,7.8,0.429,0.0,0.462,0.077,0.164,1.0,1.3,0.211,0.437,Sandra Magolico,2.046534785936382e-05
Aaliyah Collins,High Point Panthers Women's,SR,G,31.0,2,High-Volume Wing/Guard,602839,709222,815605,14.9,0.495,0.308,0.673,0.333,0.045,0.8,2.4,0.292,0.544,Aaliyah Collins,0.0015969760667929008
Nevaeh Zavala,High Point Panthers Women's,SR,F,31.0,4,Efficient Role Player,496675,584323,671971,8.9,0.502,0.326,0.718,0.082,0.085,0.4,0.8,0.151,0.584,Nevaeh Zavala,3.610089878574306e-05
Anna Hager,High Point Panthers Women's,SR,G,33.0,1,Bench Guard/Wing,469683,552568,635453,7.3,0.365,0.346,0.706,0.093,0.114,0.6,0.9,0.179,0.484,Anna Hager,1.535871281772233e-05
Saniyah Neverson,Hawaii Rainbow Wāhine Women's,SR,F,33.0,0,Elite Two-Way Big,513633,604274,694915,9.8,0.494,0.371,0.788,0.113,0.117,1.2,1.0,0.203,0.571,Saniyah Neverson,0.006354508096067577
Imani Perez,Hawaii Rainbow Wāhine Women's,SR,F,32.0,4,Efficient Role Player,480036,564748,649460,7.9,0.509,0.476,0.849,0.122,0.119,1.6,0.7,0.132,0.665,Imani Perez,0.05226705822157251
Saniyah Glenn-Bello,Harvard Crimson Women's,SR,G,29.0,2,High-Volume Wing/Guard,535548,630056,724564,11.1,0.364,0.317,0.792,0.153,0.078,1.3,1.7,0.248,0.456,Saniyah Glenn-Bello,0.000122745492177929
Katie Krupa,Harvard Crimson Women's,SR,F,32.0,1,Bench Guard/Wing,475740,559695,643649,7.7,0.33,0.235,0.797,0.19,0.065,1.0,0.6,0.184,0.419,Katie Krupa,8.080371167473433e-05
Jenna Guyer,Green Bay Phoenix Women's,SR,F-C,29.0,0,Elite Two-Way Big,599636,705455,811273,14.7,0.461,0.394,0.803,0.124,0.118,0.8,1.1,0.252,0.567,Jenna Guyer,0.004409644408307728
Maddy Skorupski,Green Bay Phoenix Women's,SR,G,34.0,2,High-Volume Wing/Guard,537859,632775,727692,11.2,0.456,0.377,0.8,0.276,0.103,0.3,2.1,0.203,0.538,Maddy Skorupski,0.005097056425720605
Carley Duffney,Green Bay Phoenix Women's,SR,F,34.0,4,Efficient Role Player,481649,566645,651642,8.0,0.46,0.3,0.813,0.159,0.081,0.1,0.7,0.189,0.53,Carley Duffney,5.470408335044581e-05
Kamy Peppler,Green Bay Phoenix Women's,SR,G,34.0,1,Bench Guard/Wing,456964,537604,618245,6.6,0.373,0.241,0.771,0.274,0.072,0.0,1.1,0.162,0.461,Kamy Peppler,3.474522305357523e-05
Anisa Jeffries,Grand Canyon Antelopes Women's,SR,F,28.0,3,Interior Specialist,487185,573158,659132,8.3,0.456,0.22,0.878,0.134,0.122,0.4,1.7,0.194,0.521,Anisa Jeffries,0.001242411822240389
Ale'Jah Douglas,Grand Canyon Antelopes Women's,SR,G,32.0,1,Bench Guard/Wing,447984,527040,606096,6.0,0.346,0.289,0.788,0.147,0.043,0.2,0.7,0.179,0.467,Ale'Jah Douglas,3.3001156053246095e-05
Shaniah Nunn,Grambling Lady Tigers Women's,SR,G,32.0,3,Interior Specialist,557360,655718,754075,12.3,0.444,0.05,0.661,0.076,0.147,0.6,1.8,0.243,0.479,Shaniah Nunn,3.416596905255309e-05
Zaria Johnson,Grambling Lady Tigers Women's,SR,G,31.0,1,Bench Guard/Wing,482204,567298,652393,8.0,0.337,0.205,0.713,0.078,0.097,0.5,1.3,0.22,0.416,Zaria Johnson,1.175288056056653e-05
Douthsine Prien,Grambling Lady Tigers Women's,SR,G,31.0,1,Bench Guard/Wing,431066,507137,583207,5.0,0.379,0.222,0.64,0.258,0.065,0.0,1.4,0.145,0.477,Douthsine Prien,1.9006393311955467e-05
Ines Bettencourt,Gonzaga Bulldogs Women's,SR,G,33.0,1,Bench Guard/Wing,453122,533085,613047,6.3,0.344,0.318,0.711,0.201,0.073,0.3,1.5,0.174,0.432,Ines Bettencourt,1.501558034400587e-05
Catherine Alben,Georgia Tech Yellow Jackets Women's,SR,G,33.0,1,Bench Guard/Wing,494714,582016,669319,8.8,0.358,0.226,0.736,0.199,0.066,0.1,1.0,0.27,0.438,Catherine Alben,0.0007062921482798119
Brianna Turnage,Georgia Tech Yellow Jackets Women's,SR,G,33.0,3,Interior Specialist,437691,514930,592170,5.4,0.54,0.0,0.544,0.19,0.182,1.4,1.5,0.121,0.545,Brianna Turnage,0.0764813145842017
Kaleigh Addie,Georgia State Panthers Women's,SR,G,28.0,2,High-Volume Wing/Guard,522496,614701,706907,10.4,0.357,0.318,0.756,0.07,0.044,0.1,1.2,0.209,0.496,Kaleigh Addie,1.3529219640568154e-05
Cheyenne Holloman,Georgia State Panthers Women's,SR,G,31.0,4,Efficient Role Player,489986,576455,662923,8.5,0.443,0.296,0.667,0.106,0.079,0.3,1.9,0.173,0.507,Cheyenne Holloman,2.2748954944146833e-05
Destiny Garrett,Georgia Southern Eagles Women's,SR,G,31.0,2,High-Volume Wing/Guard,599955,705829,811703,14.7,0.447,0.351,0.702,0.222,0.072,0.3,1.4,0.233,0.534,Destiny Garrett,4.55459706753307e-05
Kishyah Anderson,Georgia Southern Eagles Women's,SR,G,31.0,4,Efficient Role Player,594769,699729,804688,14.5,0.506,0.467,0.762,0.087,0.087,0.5,1.3,0.234,0.577,Kishyah Anderson,0.003907853407081346
McKenna Eddings,Georgia Southern Eagles Women's,SR,F,31.0,2,High-Volume Wing/Guard,575252,676767,778282,13.4,0.407,0.328,0.686,0.133,0.065,0.7,1.4,0.231,0.512,McKenna Eddings,2.6642284332707166e-05
Laila Jewett,Georgetown Hoyas Women's,SR,G,31.0,1,Bench Guard/Wing,491657,578420,665183,8.6,0.349,0.322,0.878,0.21,0.036,0.4,0.8,0.191,0.488,Laila Jewett,6.234735270851342e-05
Brianna Scott,Georgetown Hoyas Women's,SR,F,29.0,3,Interior Specialist,487588,573633,659678,8.3,0.444,0.238,0.882,0.113,0.123,0.8,0.8,0.211,0.528,Brianna Scott,0.003193979497572172
Maliyah Johnson,George Mason Patriots Women's,SR,F,32.0,3,Interior Specialist,461826,543325,624823,6.8,0.403,0.264,0.66,0.097,0.117,0.3,0.4,0.197,0.464,Maliyah Johnson,0.0007316289921151936
Jaelyn Acker,Gardner-Webb Runnin' Bulldogs Women's,SR,G,31.0,1,Bench Guard/Wing,486092,571873,657654,8.3,0.322,0.315,0.761,0.095,0.055,0.2,1.5,0.169,0.48,Jaelyn Acker,7.557517291390816e-06
Emilia Long,Fresno State Bulldogs Women's,SR,G,33.0,2,High-Volume Wing/Guard,578636,680748,782860,13.5,0.41,0.327,0.842,0.267,0.079,0.2,2.3,0.245,0.494,Emilia Long,3.207520507024017e-05
Jaisa Gamble,Fresno State Bulldogs Women's,SR,G-F,33.0,1,Bench Guard/Wing,479564,564193,648822,7.9,0.399,0.313,0.6,0.132,0.076,0.5,2.1,0.177,0.423,Jaisa Gamble,3.030168318243497e-05
Ornella Niankan,Fordham Rams Women's,SR,F,30.0,3,Interior Specialist,443492,521756,600019,5.8,0.411,0.25,0.696,0.122,0.103,0.3,0.7,0.17,0.456,Ornella Niankan,0.00011192509553314176
Tia Morgan,Fordham Rams Women's,SR,G,27.0,1,Bench Guard/Wing,442425,520500,598575,5.7,0.399,0.385,0.826,0.129,0.056,0.2,0.7,0.138,0.517,Tia Morgan,9.016569871614823e-05
Sydney Bowles,Florida State Seminoles Women's,SR,G,28.0,1,Bench Guard/Wing,487800,573883,659965,8.4,0.358,0.306,0.738,0.15,0.053,0.2,0.6,0.228,0.486,Sydney Bowles,9.879551193629368e-05
Allie Kubek,Florida State Seminoles Women's,SR,F,28.0,1,Bench Guard/Wing,473059,556540,640021,7.5,0.396,0.263,0.638,0.083,0.091,0.8,0.5,0.17,0.478,Allie Kubek,0.001288651158356735
Amaya Bonner,Florida State Seminoles Women's,SR,G,30.0,1,Bench Guard/Wing,440102,517767,595433,5.6,0.355,0.273,0.74,0.141,0.059,0.5,0.8,0.157,0.44,Amaya Bonner,0.0006709185186526438
Parris Atkins,Florida International Panthers Women's,SR,G,30.0,2,High-Volume Wing/Guard,641149,754293,867437,17.0,0.376,0.333,0.773,0.207,0.074,0.2,3.0,0.31,0.49,Parris Atkins,0.0010163027140817438
Anasia Staton,Florida Gulf Coast Eagles Women's,SR,F,32.0,4,Efficient Role Player,523899,616352,708804,10.4,0.449,0.368,0.788,0.074,0.126,0.2,0.6,0.241,0.559,Anasia Staton,0.0008895625982612895
Jess Moors,Florida Atlantic Owls Women's,SR,F,32.0,1,Bench Guard/Wing,474131,557801,641472,7.6,0.369,0.247,0.865,0.218,0.068,0.5,1.6,0.166,0.48,Jess Moors,1.6961864833703274e-05
Tahnyjia Purifoy,Florida A&M Lady Rattlers Women's,SR,G,29.0,2,High-Volume Wing/Guard,526496,619407,712318,10.6,0.356,0.24,0.827,0.301,0.042,0.1,2.0,0.212,0.513,Tahnyjia Purifoy,3.0142223163891528e-05
Alexia Dizeko,Florida Gators Women's,SR,F,33.0,1,Bench Guard/Wing,431545,507700,583855,5.1,0.434,0.303,0.833,0.115,0.06,0.1,0.6,0.123,0.52,Alexia Dizeko,0.002012198672562924
Madlena Gerke,FDU Knights Women's,SR,G,35.0,2,High-Volume Wing/Guard,534736,629101,723467,11.1,0.353,0.34,0.768,0.141,0.076,0.4,1.4,0.24,0.494,Madlena Gerke,0.0019026344307101915
Janelle Brown,Fairfield Stags Women's,SR,G,27.0,2,High-Volume Wing/Guard,449341,528637,607932,6.1,0.417,0.328,0.639,0.246,0.079,0.1,1.7,0.186,0.512,Janelle Brown,0.0018720224768448183
Laila Anderson,Elon Phoenix Women's,SR,G,29.0,1,Bench Guard/Wing,485211,570836,656462,8.2,0.376,0.293,0.734,0.159,0.057,0.2,1.1,0.215,0.479,Laila Anderson,1.3852615060035186e-05
Ella Gallatin,Eastern Washington Eagles Women's,SR,G,33.0,2,High-Volume Wing/Guard,618155,727241,836327,15.8,0.417,0.321,0.748,0.224,0.068,0.5,1.0,0.252,0.511,Ella Gallatin,0.0013266475610812921
Sisi Eleko,Eastern Michigan Eagles Women's,SR,F,28.0,0,Elite Two-Way Big,650891,765754,880617,17.6,0.485,0.237,0.786,0.122,0.166,0.2,0.8,0.289,0.54,Sisi Eleko,0.0008353393004979693
Brooklyn Thrash,Eastern Michigan Eagles Women's,SR,G-F,29.0,1,Bench Guard/Wing,479869,564552,649235,7.9,0.36,0.24,0.746,0.052,0.082,0.6,1.0,0.149,0.458,Brooklyn Thrash,6.320787601763658e-05
Ainhoa Cea,Eastern Michigan Eagles Women's,SR,G,29.0,2,High-Volume Wing/Guard,460372,541615,622857,6.8,0.487,0.354,0.758,0.289,0.069,0.1,2.2,0.128,0.564,Ainhoa Cea,2.7086390879807242e-05
Joseana Vaz,Eastern Kentucky Colonels Women's,SR,G-F,32.0,0,Elite Two-Way Big,589502,693532,797562,14.2,0.409,0.317,0.694,0.114,0.138,0.6,1.6,0.316,0.497,Joseana Vaz,1.8590362198597476e-05
Althea Kara Angeles,Eastern Kentucky Colonels Women's,SR,G,34.0,2,High-Volume Wing/Guard,506044,595346,684648,9.4,0.447,0.328,0.8,0.229,0.07,0.4,2.2,0.159,0.548,Althea Kara Angeles,0.0013150454881708656
Charita Lewis,Eastern Illinois Panthers Women's,SR,G,28.0,1,Bench Guard/Wing,490881,577507,664133,8.5,0.328,0.293,0.845,0.126,0.049,0.1,1.1,0.202,0.45,Charita Lewis,1.6761087333280545e-05
Ahmya Boyce,East Texas A&M Lions Women's,SR,G,30.0,1,Bench Guard/Wing,471344,554523,637701,7.4,0.257,0.205,0.701,0.198,0.05,0.3,1.8,0.217,0.345,Ahmya Boyce,2.764811239257428e-05
Anala Nelson,ETSU Buccaneers Women's,SR,G,31.0,1,Bench Guard/Wing,534865,629253,723641,11.1,0.33,0.214,0.771,0.233,0.07,0.0,1.2,0.271,0.447,Anala Nelson,2.3278026830053356e-05
Kennedy Fauntleroy,East Carolina Pirates Women's,SR,G,32.0,2,High-Volume Wing/Guard,581715,684371,787026,13.7,0.393,0.308,0.725,0.324,0.056,0.8,2.7,0.245,0.471,Kennedy Fauntleroy,0.0007704461692519815
Anzhané Hutton,East Carolina Pirates Women's,SR,F,31.0,0,Elite Two-Way Big,535431,629918,724406,11.1,0.417,0.34,0.725,0.11,0.128,0.5,1.2,0.214,0.499,Anzhané Hutton,8.825673164064773e-06
Keanna Rembert,East Carolina Pirates Women's,SR,F,31.0,4,Efficient Role Player,520768,612668,704568,10.3,0.431,0.38,0.803,0.133,0.092,0.5,1.0,0.219,0.509,Keanna Rembert,2.532517422215743e-05
Jayla Hearp,East Carolina Pirates Women's,SR,G,32.0,4,Efficient Role Player,503780,592683,681585,9.3,0.413,0.33,0.73,0.104,0.071,0.4,1.3,0.197,0.526,Jayla Hearp,7.049196904842342e-06
Savannah Brooks,East Carolina Pirates Women's,SR,G-F,31.0,2,High-Volume Wing/Guard,494443,581698,668953,8.7,0.366,0.299,0.809,0.15,0.076,0.6,1.7,0.166,0.499,Savannah Brooks,3.568268412754869e-06
Taina Mair,Duke Blue Devils Women's,SR,G,36.0,2,High-Volume Wing/Guard,544457,640538,736619,11.6,0.411,0.341,0.87,0.292,0.093,0.1,2.5,0.193,0.508,Taina Mair,0.2457396633417739
Ashlon Jackson,Duke Blue Devils Women's,SR,G,36.0,2,High-Volume Wing/Guard,537630,632506,727381,11.2,0.343,0.307,0.813,0.231,0.052,0.4,1.4,0.192,0.474,Ashlon Jackson,0.09477545040668063
Amaris Baker,Drexel Dragons Women's,SR,G,32.0,2,High-Volume Wing/Guard,672316,790960,909604,18.8,0.408,0.307,0.786,0.107,0.066,0.0,0.8,0.297,0.492,Amaris Baker,0.0021200729067578426
Grace O'Neill,Drexel Dragons Women's,SR,G,32.0,1,Bench Guard/Wing,568559,668893,769227,4.0,0.373,0.246,0.893,0.239,0.091,0.0,1.2,0.099,0.484,Grace O'Neill,1.2920251532406675e-05
Ava Hawthorne,Drake Bulldogs Women's,SR,G,32.0,1,Bench Guard/Wing,452767,532667,612567,6.3,0.363,0.28,0.778,0.232,0.07,0.2,1.0,0.157,0.483,Ava Hawthorne,2.8082264802245486e-05
Jasmine Edwards,Detroit Mercy Titans Women's,SR,G-F,31.0,4,Efficient Role Player,549028,645915,742802,11.9,0.531,1.0,0.57,0.087,0.141,0.4,1.1,0.195,0.546,Jasmine Edwards,0.0007257389884193648
Nisea Burrell,Detroit Mercy Titans Women's,SR,G,28.0,1,Bench Guard/Wing,467551,550060,632569,7.2,0.379,0.217,0.67,0.137,0.067,0.0,1.0,0.165,0.479,Nisea Burrell,4.5552270479238515e-05
Myonna Hooper,Detroit Mercy Titans Women's,SR,G,31.0,1,Bench Guard/Wing,454037,534162,614286,6.4,0.327,0.258,0.76,0.144,0.061,0.2,0.6,0.199,0.427,Myonna Hooper,7.330495585056604e-05
Nykesha Sanders,Delaware State Hornets Women's,SR,G,30.0,1,Bench Guard/Wing,565437,665219,765002,3.8,0.323,0.308,0.471,0.184,0.04,0.0,1.2,0.119,0.404,Nykesha Sanders,1.6732240870295465e-05
Ella Wanzer,Delaware Fightin' Blue Hens Women's,SR,G,28.0,1,Bench Guard/Wing,492115,578958,665802,8.6,0.356,0.341,0.76,0.063,0.045,0.5,0.9,0.159,0.509,Ella Wanzer,8.487955367731711e-05
