player_name,team,class_year,position,games_played,archetype_id,archetype_name,proj_salary_low,proj_salary_mid,proj_salary_high,pts_per_game,fg_pct,fg3_pct,ft_pct,ast_pct,reb_pct,blk_per_game,stl_per_game,usg_pct,ts_pct,Player,Draft_Prob
Lexi McCully,Southeast Missouri State Redhawks Women's,SR,G,32.0,2,High-Volume Wing/Guard,537569,632434,727299,11.2,0.412,0.306,0.797,0.184,0.051,0.1,1.2,0.255,0.508,Lexi McCully,1.4904205587650643e-05
Raissa Nsabua,Southeast Missouri State Redhawks Women's,SR,G,31.0,4,Efficient Role Player,483870,569258,654647,8.1,0.459,0.333,0.735,0.272,0.099,0.3,1.3,0.18,0.549,Raissa Nsabua,1.6710392939308442e-05
Katie Davidson,South Florida Bulls Women's,SR,G-F,31.0,4,Efficient Role Player,554142,651931,749721,12.2,0.439,0.388,0.828,0.095,0.052,0.5,0.6,0.205,0.554,Katie Davidson,0.0013516211529595366
Carla Brito,South Florida Bulls Women's,SR,F,28.0,3,Interior Specialist,514405,605182,695960,9.9,0.43,0.3,0.682,0.166,0.15,0.4,1.2,0.186,0.494,Carla Brito,9.456459502337099e-06
Brooklyn Meyer,South Dakota State Jackrabbits Women's,SR,F,34.0,0,Elite Two-Way Big,742359,873363,1004368,22.6,0.646,0.0,0.74,0.215,0.152,1.9,0.9,0.32,0.672,Brooklyn Meyer,0.18018793832282198
Madison Mathiowetz,South Dakota State Jackrabbits Women's,SR,G,34.0,2,High-Volume Wing/Guard,575218,676727,778236,13.4,0.455,0.396,0.901,0.147,0.071,0.1,1.2,0.22,0.575,Madison Mathiowetz,0.05091046375597242
Angelina Robles,South Dakota Coyotes Women's,SR,G,36.0,2,High-Volume Wing/Guard,618518,727668,836818,15.8,0.413,0.38,0.847,0.196,0.066,0.3,1.4,0.254,0.533,Angelina Robles,0.0013400278770046778
Elise Turrubiates,South Dakota Coyotes Women's,SR,F,35.0,3,Interior Specialist,496435,584042,671648,8.9,0.415,0.376,0.806,0.082,0.13,0.5,1.2,0.16,0.514,Elise Turrubiates,1.0010142398634733e-05
Aijah Palmore,USC Upstate Spartans Women's,SR,F,31.0,3,Interior Specialist,455686,536101,616516,6.5,0.462,0.0,0.625,0.102,0.2,0.3,0.5,0.185,0.503,Aijah Palmore,7.35311298052582e-05
Madina Okot,South Carolina Gamecocks Women's,SR,F,39.0,0,Elite Two-Way Big,565784,665629,765473,12.8,0.575,0.448,0.702,0.075,0.241,1.4,1.3,0.251,0.607,Madina Okot,0.9122775955526395
Ta'Niya Latson,South Carolina Gamecocks Women's,SR,G,35.0,2,High-Volume Wing/Guard,588754,692652,796550,14.1,0.486,0.325,0.803,0.201,0.055,0.3,1.7,0.229,0.575,Ta'Niya Latson,0.9741833144810789
Raven Johnson,South Carolina Gamecocks Women's,SR,G,40.0,2,High-Volume Wing/Guard,513659,604305,694951,9.8,0.486,0.398,0.82,0.262,0.074,0.6,1.5,0.164,0.571,Raven Johnson,0.9616942232829144
Cordasia Harris,South Alabama Jaguars Women's,SR,F,35.0,3,Interior Specialist,533235,627335,721435,11.0,0.537,0.263,0.529,0.046,0.176,1.7,1.0,0.203,0.546,Cordasia Harris,0.0007217557532243306
Daniela Gonzalez,South Alabama Jaguars Women's,SR,F,35.0,2,High-Volume Wing/Guard,514778,605621,696464,9.9,0.37,0.376,0.642,0.154,0.073,0.5,1.3,0.173,0.498,Daniela Gonzalez,2.30754477822926e-05
Mariana Valenzuela,Seton Hall Pirates Women's,SR,F,32.0,0,Elite Two-Way Big,556257,654420,752583,12.3,0.462,0.377,0.625,0.092,0.134,0.8,1.0,0.209,0.559,Mariana Valenzuela,0.007510249602873651
Shailyn Pinkney,Seton Hall Pirates Women's,SR,G-F,28.0,1,Bench Guard/Wing,564511,664131,763751,3.8,0.374,0.268,0.588,0.196,0.073,0.1,0.5,0.127,0.456,Shailyn Pinkney,5.4095919644692846e-05
Ella Brubaker,Seattle Redhawks Women's,SR,G,30.0,2,High-Volume Wing/Guard,618917,728138,837359,15.8,0.442,0.305,0.826,0.097,0.075,0.4,1.6,0.255,0.554,Ella Brubaker,0.00011080831587014307
Tamia Stricklin,Seattle Redhawks Women's,SR,F,29.0,1,Bench Guard/Wing,524087,616573,709059,10.4,0.395,0.357,0.7,0.144,0.115,0.3,1.0,0.213,0.482,Tamia Stricklin,1.576830795843451e-05
Ashley Hawkins,Santa Clara Broncos Women's,SR,G,34.0,2,High-Volume Wing/Guard,581486,684102,786717,13.7,0.412,0.32,0.856,0.353,0.06,0.1,1.4,0.214,0.546,Ashley Hawkins,0.0007125649457249836
Mara Neira,San Francisco Dons Women's,SR,G,34.0,2,High-Volume Wing/Guard,498907,586950,674992,9.0,0.322,0.301,0.742,0.151,0.083,0.1,1.6,0.225,0.441,Mara Neira,1.1411402172125763e-05
Nala Williams,San Diego State Aztecs Women's,SR,G,32.0,2,High-Volume Wing/Guard,516270,607377,698483,10.0,0.447,0.347,0.745,0.326,0.097,0.3,1.7,0.221,0.535,Nala Williams,0.16911747733705437
Hallie Rhodes,San Diego Toreros Women's,SR,G,29.0,1,Bench Guard/Wing,530113,623663,717212,10.8,0.384,0.286,0.661,0.143,0.062,0.6,1.1,0.231,0.433,Hallie Rhodes,2.9325349015668218e-05
Sierra Godbolt,Samford Bulldogs Women's,SR,G,33.0,2,High-Volume Wing/Guard,509945,599935,689925,9.6,0.391,0.328,0.772,0.3,0.034,0.0,1.0,0.254,0.483,Sierra Godbolt,2.0929651634306247e-05
Fanta Kone,Sam Houston Bearkats Women's,SR,G,30.0,2,High-Volume Wing/Guard,568371,668672,768973,13.0,0.459,0.28,0.647,0.307,0.066,0.1,3.6,0.203,0.527,Fanta Kone,0.0020879916737881095
Nyla Inmon,Sam Houston Bearkats Women's,SR,F,31.0,3,Interior Specialist,526399,619293,712187,10.6,0.369,0.056,0.5,0.143,0.109,0.3,1.5,0.247,0.399,Nyla Inmon,3.261239722403086e-05
Whitney Dunn,Sam Houston Bearkats Women's,SR,G,31.0,1,Bench Guard/Wing,521893,613992,706091,10.3,0.355,0.283,0.613,0.13,0.065,0.2,1.3,0.258,0.428,Whitney Dunn,1.88555757537885e-05
Aysia Ward-Strong,Sam Houston Bearkats Women's,SR,G,31.0,1,Bench Guard/Wing,467808,550362,632916,7.2,0.41,0.263,0.593,0.116,0.1,0.7,2.4,0.13,0.441,Aysia Ward-Strong,5.2436735491616176e-05
Louella Allana,Saint Peter's Peacocks Women's,SR,G,30.0,1,Bench Guard/Wing,554330,652154,749977,3.2,0.27,0.229,0.75,0.234,0.06,0.0,1.3,0.108,0.364,Louella Allana,1.0991366636592792e-05
Abby Shoff,Saint Mary's Gaels Women's,SR,F,32.0,3,Interior Specialist,506491,595872,685253,9.4,0.403,0.262,0.78,0.096,0.104,0.2,0.9,0.252,0.475,Abby Shoff,1.84510533532162e-05
Addison Wedin,Saint Mary's Gaels Women's,SR,G,32.0,4,Efficient Role Player,474131,557801,641472,7.6,0.431,0.4,0.87,0.075,0.066,0.1,0.7,0.176,0.558,Addison Wedin,6.241676830903425e-05
Malia Latu,Saint Mary's Gaels Women's,SR,G,32.0,1,Bench Guard/Wing,463428,545209,626991,6.9,0.38,0.278,0.827,0.227,0.082,0.0,1.2,0.231,0.438,Malia Latu,3.344327044043831e-05
Zya Nugent,Saint Louis Billikens Women's,SR,G,33.0,1,Bench Guard/Wing,557711,656130,754550,12.4,0.31,0.244,0.713,0.122,0.109,0.0,1.7,0.254,0.422,Zya Nugent,2.8422269186248914e-05
Alexia Nelson,Saint Louis Billikens Women's,SR,G,33.0,1,Bench Guard/Wing,542239,637928,733617,11.5,0.389,0.214,0.714,0.202,0.05,0.1,1.5,0.215,0.44,Alexia Nelson,3.594563113870118e-05
Faith Stinson,Saint Joseph's Hawks Women's,SR,F,31.0,3,Interior Specialist,493886,581042,668199,8.7,0.466,0.235,0.576,0.147,0.107,0.7,0.7,0.199,0.513,Faith Stinson,3.556919169571414e-05
Shelby Ricks,Saint Francis (PA) Red Flash Women's,SR,G,28.0,0,Elite Two-Way Big,542505,638241,733977,11.5,0.419,0.333,0.793,0.105,0.131,0.8,0.5,0.239,0.51,Shelby Ricks,0.0006568374123778844
Aleah James,Saint Francis (PA) Red Flash Women's,SR,G,28.0,1,Bench Guard/Wing,529984,623511,717037,10.8,0.378,0.329,0.667,0.26,0.064,0.0,0.9,0.254,0.442,Aleah James,0.00013054100766856565
Sonia Sato,Saint Francis (PA) Red Flash Women's,SR,G,28.0,1,Bench Guard/Wing,497671,585495,673320,8.9,0.371,0.241,0.604,0.131,0.077,0.7,0.8,0.226,0.428,Sonia Sato,9.35776150019947e-05
Bati Assefa,Saint Francis (PA) Red Flash Women's,SR,G,28.0,1,Bench Guard/Wing,434744,511463,588183,5.2,0.363,0.265,0.795,0.141,0.091,0.1,0.8,0.135,0.479,Bati Assefa,5.033798454136333e-05
Amelia Wood,Sacred Heart Pioneers Women's,SR,G,31.0,0,Elite Two-Way Big,567819,668022,768226,12.9,0.367,0.331,0.798,0.184,0.121,1.0,2.1,0.242,0.497,Amelia Wood,0.0006307745562213048
Sierra Johnson,Sacred Heart Pioneers Women's,SR,G,31.0,1,Bench Guard/Wing,551224,648499,745774,3.0,0.307,0.467,0.5,0.15,0.042,0.1,0.9,0.127,0.361,Sierra Johnson,0.0007195790918182719
Benthe Versteeg,Sacramento State Hornets Women's,SR,G,33.0,2,High-Volume Wing/Guard,550232,647332,744432,11.9,0.384,0.253,0.667,0.304,0.083,0.5,1.4,0.262,0.441,Benthe Versteeg,7.40312963481444e-05
Kaylah Ivey,Rutgers Scarlet Knights Women's,SR,G,29.0,1,Bench Guard/Wing,484023,569439,654854,8.1,0.284,0.272,0.667,0.236,0.043,0.1,1.2,0.184,0.384,Kaylah Ivey,2.9955126257433972e-05
Antonia Bates,Rutgers Scarlet Knights Women's,SR,G-F,29.0,1,Bench Guard/Wing,531459,625246,719033,2.0,0.292,0.235,0.611,0.15,0.103,0.6,1.0,0.083,0.354,Antonia Bates,0.0006363856152670388
Aislin Malcolm,Robert Morris Colonials Women's,SR,G,30.0,2,High-Volume Wing/Guard,548365,645136,741906,11.8,0.371,0.3,0.844,0.184,0.069,0.4,0.5,0.243,0.495,Aislin Malcolm,7.95181050616059e-05
Bailey Kuhns,Robert Morris Colonials Women's,SR,F,30.0,3,Interior Specialist,511630,601918,692206,9.7,0.463,0.19,0.714,0.113,0.127,0.2,0.3,0.259,0.503,Bailey Kuhns,0.00022678368228859543
Noa Givon,Robert Morris Colonials Women's,SR,G,30.0,1,Bench Guard/Wing,445189,523752,602315,5.9,0.374,0.214,0.846,0.14,0.053,0.2,0.5,0.197,0.453,Noa Givon,8.592517708161585e-05
Jada Lee,Robert Morris Colonials Women's,SR,G,30.0,1,Bench Guard/Wing,438973,516439,593905,5.5,0.338,0.246,0.839,0.174,0.084,0.1,1.6,0.131,0.457,Jada Lee,1.3455880046527567e-05
Kristina Ekofo Yomane,Rider Broncs Women's,SR,F,29.0,2,High-Volume Wing/Guard,545232,641449,737666,11.7,0.372,0.216,0.845,0.237,0.091,0.4,1.2,0.299,0.436,Kristina Ekofo Yomane,4.516456959381264e-05
Maggie Doogan,Richmond Spiders Women's,SR,F,34.0,0,Elite Two-Way Big,714631,840742,966854,21.1,0.506,0.404,0.89,0.262,0.136,1.1,0.9,0.31,0.641,Maggie Doogan,0.3185918872874472
Rachel Ullstrom,Richmond Spiders Women's,SR,G,34.0,4,Efficient Role Player,585672,689026,792380,13.9,0.479,0.409,0.792,0.075,0.101,0.6,1.1,0.198,0.623,Rachel Ullstrom,0.09549365006816372
Samantha Dewey,Richmond Spiders Women's,SR,F,34.0,4,Efficient Role Player,431018,507080,583142,5.0,0.404,0.349,0.8,0.086,0.076,0.0,0.5,0.131,0.55,Samantha Dewey,0.0006690601013653498
Dominique Ennis,Rice Owls Women's,SR,G,35.0,2,High-Volume Wing/Guard,571492,672344,773196,13.1,0.388,0.345,0.898,0.102,0.056,0.3,1.5,0.212,0.519,Dominique Ennis,0.003895652736495307
Shelby Hayes,Rice Owls Women's,SR,C,35.0,4,Efficient Role Player,551803,649180,746557,12.0,0.505,0.5,0.798,0.105,0.112,0.5,0.6,0.21,0.558,Shelby Hayes,0.0027651448805770078
Hailey Adams,Rice Owls Women's,SR,G,35.0,3,Interior Specialist,487554,573593,659632,8.3,0.422,0.111,0.817,0.201,0.172,1.6,0.9,0.169,0.463,Hailey Adams,0.0007514319908937924
Brooklyn Gray,Rhode Island Rams Women's,SR,G,33.0,2,High-Volume Wing/Guard,557176,655501,753826,12.3,0.411,0.305,0.905,0.158,0.095,0.2,1.2,0.22,0.521,Brooklyn Gray,0.006731027224864418
Ines Debroise,Rhode Island Rams Women's,SR,G,33.0,2,High-Volume Wing/Guard,499957,588184,676412,9.1,0.392,0.297,0.846,0.192,0.064,0.0,1.2,0.183,0.529,Ines Debroise,0.0005568725714591981
Ellie Taylor,Radford Highlanders Women's,SR,G-F,36.0,1,Bench Guard/Wing,453122,533085,613047,6.3,0.365,0.174,0.675,0.174,0.076,0.2,0.6,0.172,0.428,Ellie Taylor,0.00011371207312252007
Kirah Dandridge,Radford Highlanders Women's,SR,G,36.0,1,Bench Guard/Wing,569137,669573,770009,4.0,0.289,0.281,0.613,0.125,0.072,0.2,1.6,0.122,0.384,Kirah Dandridge,4.954267220675483e-06
Jackie Grisdale,Quinnipiac Bobcats Women's,SR,G,34.0,2,High-Volume Wing/Guard,560638,659574,758510,12.5,0.439,0.399,0.895,0.065,0.061,0.1,1.6,0.174,0.588,Jackie Grisdale,0.0012281232040159595
Ella O'Donnell,Quinnipiac Bobcats Women's,SR,F,33.0,3,Interior Specialist,540111,635424,730738,11.4,0.495,0.0,0.656,0.295,0.145,0.2,1.2,0.306,0.519,Ella O'Donnell,8.334844875839451e-05
Sydney Ryan,Quinnipiac Bobcats Women's,SR,G,34.0,4,Efficient Role Player,485193,570816,656438,8.2,0.394,0.354,0.836,0.056,0.119,0.1,1.2,0.173,0.543,Sydney Ryan,1.2069601433041642e-05
Jermany Mapp,Queens (NC) Royals Women's,SR,G-F,30.0,1,Bench Guard/Wing,537825,632735,727645,11.2,0.343,0.338,0.902,0.089,0.033,0.2,0.7,0.2,0.463,Jermany Mapp,5.95843949744169e-05
Dayuna Colvin,Queens (NC) Royals Women's,SR,G,30.0,1,Bench Guard/Wing,507576,597148,686720,9.5,0.346,0.233,0.681,0.198,0.055,0.0,1.4,0.219,0.423,Dayuna Colvin,2.6891011649337986e-05
Ana Barreto,Queens (NC) Royals Women's,SR,G,30.0,1,Bench Guard/Wing,492567,579491,666414,8.6,0.284,0.303,0.694,0.175,0.064,0.1,0.9,0.196,0.392,Ana Barreto,3.790463512651493e-05
Alana Nelson,Purdue Fort Wayne Mastodons Women's,SR,F,35.0,4,Efficient Role Player,632291,743872,855453,16.5,0.505,0.387,0.797,0.08,0.088,0.2,1.0,0.22,0.631,Alana Nelson,0.00029025161868475176
Jordan Reid,Purdue Fort Wayne Mastodons Women's,SR,F,35.0,2,High-Volume Wing/Guard,526737,619691,712644,10.6,0.405,0.25,0.615,0.114,0.087,0.3,2.4,0.208,0.465,Jordan Reid,1.1500642616735368e-05
Lauren Lee,Purdue Fort Wayne Mastodons Women's,SR,G,35.0,1,Bench Guard/Wing,439699,517293,594887,5.5,0.389,0.224,0.689,0.192,0.063,0.1,1.1,0.126,0.48,Lauren Lee,4.1369736680546477e-05
Tara Daye,Purdue Boilermakers Women's,SR,G,30.0,0,Elite Two-Way Big,557764,656193,754622,12.4,0.472,0.341,0.759,0.178,0.137,0.3,1.2,0.236,0.544,Tara Daye,0.01632963217959572
Sabou Gueye,Providence Friars Women's,SR,G,33.0,0,Elite Two-Way Big,615978,724680,833382,15.6,0.49,0.219,0.755,0.19,0.107,0.9,1.8,0.288,0.525,Sabou Gueye,0.0037207378643981533
Teneisia Brown,Providence Friars Women's,SR,F,33.0,3,Interior Specialist,521023,612969,704914,10.3,0.429,0.176,0.75,0.094,0.131,0.1,1.2,0.237,0.484,Teneisia Brown,3.518589414859913e-05
Madison St. Rose,Princeton Tigers Women's,SR,G,28.0,2,High-Volume Wing/Guard,618019,727081,836143,15.8,0.479,0.278,0.77,0.147,0.085,0.1,1.1,0.256,0.563,Madison St. Rose,0.0026582441542857683
Jacia Cunningham,Presbyterian Blue Hose Women's,SR,G,29.0,1,Bench Guard/Wing,530717,624373,718029,10.8,0.319,0.247,0.699,0.115,0.092,0.3,0.8,0.355,0.393,Jacia Cunningham,9.392010026340143e-05
Ciera Ellington,Portland State Vikings Women's,SR,G,30.0,3,Interior Specialist,515690,606694,697698,10.0,0.453,0.261,0.644,0.143,0.124,0.9,1.0,0.24,0.499,Ciera Ellington,2.0284118499229974e-05
Ajae Yoakum,Portland State Vikings Women's,SR,F,29.0,3,Interior Specialist,446867,525726,604585,6.0,0.401,0.077,0.6,0.124,0.118,0.5,0.7,0.153,0.431,Ajae Yoakum,6.0600158240720314e-05
Taylor Moffat,Portland State Vikings Women's,SR,G,29.0,1,Bench Guard/Wing,434598,511292,587986,5.2,0.349,0.287,0.625,0.187,0.059,0.2,0.7,0.159,0.461,Taylor Moffat,4.0405758552860706e-05
Nicole Rodriguez,Portland Pilots Women's,SR,G,35.0,1,Bench Guard/Wing,480666,565489,650312,7.9,0.352,0.325,0.86,0.118,0.049,0.1,0.8,0.194,0.508,Nicole Rodriguez,2.847346872608291e-05
Meghan Fiso,Pepperdine Waves Women's,SR,G,34.0,1,Bench Guard/Wing,532190,626106,720022,10.9,0.428,0.254,0.687,0.146,0.095,0.4,0.8,0.234,0.479,Meghan Fiso,0.00010220367224095783
Simone Sawyer,Penn Quakers Women's,SR,G,27.0,2,High-Volume Wing/Guard,542830,638624,734417,11.5,0.429,0.337,0.881,0.089,0.084,0.3,1.6,0.203,0.56,Simone Sawyer,0.001192223320953069
Saniah Caldwell,Penn Quakers Women's,SR,G,27.0,1,Bench Guard/Wing,441169,519022,596876,5.6,0.324,0.305,0.8,0.211,0.043,0.3,1.0,0.143,0.479,Saniah Caldwell,3.8182004325553365e-05
Sydney Ward,Pacific Tigers Women's,SR,G,30.0,0,Elite Two-Way Big,538994,634111,729227,11.3,0.512,0.394,0.827,0.13,0.138,1.1,1.1,0.196,0.63,Sydney Ward,3.4592355043526605e-05
Tiara Bolden,Oregon State Beavers Women's,SR,G,35.0,2,High-Volume Wing/Guard,579097,681291,783484,13.6,0.424,0.302,0.881,0.128,0.093,0.2,1.2,0.262,0.516,Tiara Bolden,0.001371826937423868
Mia Jacobs,Oregon Ducks Women's,SR,F,34.0,0,Elite Two-Way Big,558560,657130,755699,12.4,0.411,0.356,0.828,0.113,0.111,0.4,1.2,0.243,0.567,Mia Jacobs,0.14889808324953047
Jalei Oglesby,Oral Roberts Golden Eagles Women's,SR,G,28.0,0,Elite Two-Way Big,627013,737662,848312,16.2,0.481,0.2,0.732,0.111,0.096,0.2,1.4,0.275,0.513,Jalei Oglesby,0.0006862792238758611
Sarai Estupiñan,Omaha Mavericks Women's,SR,G,33.0,2,High-Volume Wing/Guard,565743,665580,765417,12.8,0.35,0.297,0.86,0.312,0.031,0.0,0.4,0.3,0.48,Sarai Estupiñan,0.00028610910114558707
Simaru Fields,Old Dominion Lady Monarchs Women's,SR,G,32.0,2,High-Volume Wing/Guard,570622,671320,772018,13.1,0.372,0.329,0.848,0.191,0.064,0.1,1.8,0.253,0.491,Simaru Fields,1.737108521853413e-05
En'Dya Buford,Old Dominion Lady Monarchs Women's,SR,G,32.0,2,High-Volume Wing/Guard,551300,648588,745876,12.0,0.429,0.408,0.824,0.19,0.082,0.3,2.2,0.209,0.576,En'Dya Buford,0.0019842083024626403
Simone Cunningham,Old Dominion Lady Monarchs Women's,SR,G,31.0,3,Interior Specialist,482759,567952,653144,8.1,0.466,0.0,0.667,0.078,0.119,0.9,0.8,0.184,0.507,Simone Cunningham,4.860591500681349e-05
Kelsey Thompson,Old Dominion Lady Monarchs Women's,SR,G,32.0,1,Bench Guard/Wing,464496,546466,628436,7.0,0.423,0.2,0.778,0.093,0.085,0.3,0.5,0.181,0.454,Kelsey Thompson,0.00010504275734158795
Micah Gray,Oklahoma State Cowgirls Women's,SR,G,34.0,2,High-Volume Wing/Guard,579396,681642,783888,13.6,0.395,0.348,0.803,0.1,0.039,0.1,0.9,0.225,0.542,Micah Gray,0.002041749848756101
Haleigh Timmer,Oklahoma State Cowgirls Women's,SR,G,34.0,4,Efficient Role Player,543022,638849,734676,11.5,0.489,0.418,0.843,0.103,0.064,0.4,1.3,0.155,0.651,Haleigh Timmer,0.1859727846901221
Raegan Beers,Oklahoma Sooners Women's,SR,F,34.0,3,Interior Specialist,618283,727392,836501,15.8,0.615,0.171,0.597,0.166,0.197,1.0,0.9,0.246,0.624,Raegan Beers,0.7570144728608943
Payton Verhulst,Oklahoma Sooners Women's,SR,G,34.0,2,High-Volume Wing/Guard,551300,648588,745876,12.0,0.414,0.3,0.811,0.151,0.084,0.9,1.5,0.182,0.505,Payton Verhulst,0.2143225925557322
Chance Gray,Ohio State Buckeyes Women's,SR,G,35.0,2,High-Volume Wing/Guard,598439,704046,809653,14.7,0.453,0.405,0.886,0.142,0.042,0.0,0.9,0.204,0.587,Chance Gray,0.07317153482641234
Elli Garnett,Ohio Bobcats Women's,SR,G,30.0,3,Interior Specialist,490840,577459,664078,8.5,0.382,0.291,0.661,0.179,0.127,0.3,1.0,0.216,0.49,Elli Garnett,1.9594010194666304e-05
Aliah McWhorter,Ohio Bobcats Women's,SR,G,30.0,1,Bench Guard/Wing,474775,558559,642342,7.6,0.444,0.316,0.58,0.118,0.058,0.4,0.9,0.183,0.494,Aliah McWhorter,3.836633776419999e-05
Filippa Goula,Oakland Golden Grizzlies Women's,SR,G,30.0,2,High-Volume Wing/Guard,500639,588987,677335,9.1,0.402,0.353,0.822,0.209,0.074,0.1,0.8,0.199,0.505,Filippa Goula,8.907060236493063e-05
Lianna Baxter,Oakland Golden Grizzlies Women's,SR,C,31.0,4,Efficient Role Player,494443,581698,668953,8.7,0.403,0.314,0.746,0.091,0.095,0.8,0.6,0.162,0.506,Lianna Baxter,3.516511377565999e-05
Cassandre Prosper,Notre Dame Fighting Irish Women's,SR,G,36.0,0,Elite Two-Way Big,579802,682120,784438,13.6,0.492,0.305,0.738,0.087,0.113,1.1,1.6,0.209,0.549,Cassandre Prosper,0.5284489263432275
Iyana Moore,Notre Dame Fighting Irish Women's,SR,G,34.0,2,High-Volume Wing/Guard,548193,644933,741673,11.8,0.391,0.372,0.87,0.069,0.062,0.3,1.4,0.188,0.547,Iyana Moore,0.0062591415842360295
Vanessa de Jesus,Notre Dame Fighting Irish Women's,SR,G,36.0,2,High-Volume Wing/Guard,488348,574527,660706,8.4,0.402,0.4,0.9,0.124,0.047,0.2,1.8,0.136,0.534,Vanessa de Jesus,0.000676980266928559
Nya Valentine,Northwestern State Lady Demons Women's,SR,G,32.0,2,High-Volume Wing/Guard,570069,670669,771269,13.1,0.369,0.342,0.875,0.295,0.04,0.0,1.2,0.219,0.514,Nya Valentine,2.3645999888614084e-05
Tiara Abron,Northwestern State Lady Demons Women's,SR,G,32.0,1,Bench Guard/Wing,503238,592045,680852,9.2,0.374,0.278,0.738,0.144,0.07,0.1,0.9,0.218,0.445,Tiara Abron,5.390275909958245e-05
Carla Celaya,Northwestern State Lady Demons Women's,SR,G,32.0,3,Interior Specialist,426833,502157,577480,4.8,0.379,0.255,0.577,0.138,0.138,0.1,1.5,0.127,0.451,Carla Celaya,1.4868096639262496e-05
Grace Sullivan,Northwestern Wildcats Women's,SR,F,28.0,0,Elite Two-Way Big,720790,847988,975186,21.4,0.53,0.0,0.776,0.094,0.104,0.8,1.1,0.313,0.557,Grace Sullivan,0.020430935054181757
Caroline Lau,Northwestern Wildcats Women's,SR,G,29.0,2,High-Volume Wing/Guard,495924,583440,670956,8.8,0.349,0.325,0.673,0.478,0.092,0.2,1.0,0.206,0.45,Caroline Lau,0.00015749455426302832
Mya Meredith,Northern Kentucky Norse Women's,SR,G,31.0,4,Efficient Role Player,527526,620619,713712,10.6,0.472,0.33,0.739,0.166,0.086,0.5,1.4,0.213,0.565,Mya Meredith,1.8931206908017035e-05
Taysha Rushton,Northern Kentucky Norse Women's,SR,G,32.0,1,Bench Guard/Wing,501614,590134,678654,9.2,0.319,0.26,0.782,0.173,0.061,0.2,0.8,0.216,0.432,Taysha Rushton,3.123762339593411e-05
Ryley Goebel,Northern Iowa Panthers Women's,SR,F,32.0,0,Elite Two-Way Big,591173,695498,799822,14.2,0.591,0.273,0.575,0.111,0.152,2.7,1.8,0.247,0.597,Ryley Goebel,0.06500963143494706
Taryn Wharton,Northern Iowa Panthers Women's,SR,G,32.0,1,Bench Guard/Wing,480036,564748,649460,7.9,0.365,0.269,0.851,0.184,0.046,0.0,1.0,0.185,0.443,Taryn Wharton,4.4301344682663604e-05
Maria Serracanta,Northern Illinois Huskies Women's,SR,G,30.0,1,Bench Guard/Wing,441797,519761,597725,5.7,0.376,0.255,0.645,0.267,0.07,0.2,1.2,0.125,0.456,Maria Serracanta,2.0728908446388314e-05
Gabi Fields,Northern Colorado Bears Women's,SR,G,34.0,2,High-Volume Wing/Guard,467012,549426,631840,7.1,0.411,0.224,0.725,0.221,0.057,0.2,2.3,0.146,0.492,Gabi Fields,0.0006614897066073274
Simone Morris,Northern Arizona Lumberjacks Women's,SR,G,30.0,1,Bench Guard/Wing,462218,543785,625353,6.9,0.352,0.286,0.75,0.081,0.091,0.2,1.0,0.187,0.428,Simone Morris,3.0440227433854956e-05
Audrey Taylor,Northern Arizona Lumberjacks Women's,SR,G,30.0,1,Bench Guard/Wing,457666,538430,619195,6.6,0.325,0.319,0.647,0.172,0.043,0.0,1.7,0.146,0.452,Audrey Taylor,8.920346389177012e-06
Nariyah Simmons,Northeastern Huskies Women's,SR,G,29.0,1,Bench Guard/Wing,446282,525037,603793,5.9,0.318,0.292,0.756,0.171,0.082,0.2,1.8,0.182,0.436,Nariyah Simmons,1.0713067787148554e-05
Jazzy owens-Barnett,North Texas Mean Green Women's,SR,G,31.0,1,Bench Guard/Wing,481649,566645,651642,8.0,0.354,0.308,0.794,0.168,0.048,0.1,0.9,0.206,0.488,Jazzy owens-Barnett,3.454751231780713e-05
Mackenzie Hughes,North Dakota Fighting Hawks Women's,SR,G,31.0,2,High-Volume Wing/Guard,554710,652600,750491,12.2,0.364,0.25,0.833,0.279,0.048,0.1,0.9,0.242,0.492,Mackenzie Hughes,0.00013587502080364815
Morgan Callahan,North Carolina Central Eagles Women's,SR,F,28.0,3,Interior Specialist,546271,642672,739073,11.7,0.399,0.0,0.473,0.103,0.116,0.5,1.8,0.242,0.419,Morgan Callahan,0.00010358261385435598
Najah Lane,North Carolina Central Eagles Women's,SR,G,29.0,1,Bench Guard/Wing,443356,521595,599834,5.8,0.292,0.194,0.753,0.236,0.051,0.2,1.4,0.154,0.399,Najah Lane,5.300253927276481e-05
Chaniya Clark,North Carolina A&T Aggies Women's,SR,C,28.0,0,Elite Two-Way Big,567697,667878,768060,12.9,0.46,0.268,0.769,0.106,0.162,1.6,0.5,0.26,0.561,Chaniya Clark,0.009555148829680227
D’Mya Tucker,North Carolina A&T Aggies Women's,SR,G,27.0,1,Bench Guard/Wing,528550,621823,715097,10.7,0.396,0.301,0.735,0.159,0.06,0.3,0.9,0.204,0.483,D’Mya Tucker,0.00025923541681802575
Nyla Harris,UNC Tar Heels Women's,SR,F,35.0,3,Interior Specialist,540749,636175,731602,11.4,0.576,0.133,0.787,0.071,0.162,0.3,1.0,0.22,0.619,Nyla Harris,0.731310779900019
