player_name,team,class_year,position,games_played,archetype_id,archetype_name,draft_probability,proj_salary_low,proj_salary_mid,proj_salary_high,pts_per_game,fg_pct,fg3_pct,ft_pct,ast_pct,reb_pct,blk_per_game,stl_per_game,usg_pct,ts_pct
Angelica Velez,Syracuse Orange Women's,JR,G,25.0,1,Bench Guard/Wing,,536547,631232,725916,2.2,0.288,0.214,0.647,0.255,0.046,0.0,0.6,0.168,0.345
Olivia Schmitt,Syracuse Orange Women's,SO,G,28.0,1,Bench Guard/Wing,,530112,623661,717210,1.9,0.266,0.314,0.75,0.216,0.024,0.0,0.8,0.108,0.402
Aurora Almón-Sanchez,Syracuse Orange Women's,JR,F,29.0,3,Interior Specialist,,518029,609446,700862,1.2,0.378,0.0,0.8,0.044,0.171,0.3,0.2,0.085,0.431
Oyindamola Akinbolawa,Syracuse Orange Women's,SR,C,19.0,3,Interior Specialist,,525267,617961,710655,1.6,0.522,0.0,0.467,0.035,0.127,0.3,0.2,0.206,0.515
Camdyn Nelson,Syracuse Orange Women's,FR,G,19.0,1,Bench Guard/Wing,,521362,613367,705372,1.4,0.278,0.182,0.625,0.156,0.083,0.1,0.3,0.146,0.339
Diaka Berete,Stony Brook Seawolves Women's,SR,G,33.0,2,High-Volume Wing/Guard,,532674,626675,720676,10.9,0.402,0.353,0.73,0.086,0.099,0.1,1.4,0.242,0.529
Janay Brantley,Stony Brook Seawolves Women's,JR,G,28.0,2,High-Volume Wing/Guard,,558227,656737,755248,12.4,0.359,0.277,0.824,0.166,0.082,0.8,1.4,0.255,0.456
Caitlin Frost,Stony Brook Seawolves Women's,SO,F,33.0,3,Interior Specialist,,497334,585099,672864,8.9,0.354,0.262,0.5,0.117,0.134,0.8,1.3,0.221,0.422
Sandra Frau-Garcia,Stony Brook Seawolves Women's,SR,G,33.0,1,Bench Guard/Wing,,458286,539160,620034,6.6,0.347,0.194,0.759,0.333,0.085,0.1,2.2,0.189,0.429
Chloe Oliver,Stony Brook Seawolves Women's,JR,G,33.0,1,Bench Guard/Wing,,433080,509506,585932,5.2,0.377,0.34,0.75,0.112,0.063,0.1,0.4,0.16,0.472
Nal'la Bennett,Stony Brook Seawolves Women's,FR,G,30.0,1,Bench Guard/Wing,,557416,655784,754151,3.4,0.361,0.342,1.0,0.106,0.027,0.0,0.1,0.131,0.506
Alex Brown,Stony Brook Seawolves Women's,FR,F,28.0,3,Interior Specialist,,557240,655576,753913,3.4,0.5,0.0,0.409,0.06,0.119,0.5,0.5,0.161,0.485
Delaney Cooper,Stony Brook Seawolves Women's,FR,G,17.0,1,Bench Guard/Wing,,522281,614448,706615,1.5,0.242,0.25,0.667,0.096,0.064,0.2,1.0,0.19,0.323
Ebere Egbirika,Stony Brook Seawolves Women's,JR,G,15.0,1,Bench Guard/Wing,,516024,607087,698150,1.1,0.333,0.2,0.8,0.145,0.074,0.0,0.1,0.144,0.417
Brooke Paquette,Stonehill Skyhawks Women's,JR,G,30.0,2,High-Volume Wing/Guard,,602781,709154,815527,14.9,0.375,0.341,0.902,0.201,0.07,0.1,1.4,0.265,0.515
Julia Webster,Stonehill Skyhawks Women's,SO,F,30.0,3,Interior Specialist,,528485,621747,715009,10.7,0.495,0.325,0.68,0.16,0.111,0.6,0.7,0.204,0.534
Ella Pelletier,Stonehill Skyhawks Women's,FR,G,30.0,3,Interior Specialist,,519755,611477,703198,10.2,0.401,0.288,0.765,0.141,0.126,0.2,1.1,0.229,0.491
Breana Delaney,Stonehill Skyhawks Women's,JR,G,29.0,1,Bench Guard/Wing,,462728,544386,626044,6.9,0.355,0.194,0.862,0.147,0.044,0.2,0.7,0.155,0.414
Emma Arcà,Stonehill Skyhawks Women's,JR,F,24.0,1,Bench Guard/Wing,,570679,671387,772095,4.1,0.429,0.286,0.8,0.183,0.073,0.2,0.4,0.174,0.512
Phoena Dadson,Stonehill Skyhawks Women's,SO,G,25.0,1,Bench Guard/Wing,,553590,651282,748975,3.2,0.345,0.227,0.64,0.137,0.103,0.1,0.8,0.189,0.412
Amaya Dowdy,Stonehill Skyhawks Women's,SR,F,13.0,3,Interior Specialist,,446147,524878,603610,5.9,0.516,0.0,0.65,0.035,0.104,0.9,0.4,0.283,0.538
Catelyn Wheeler,Stonehill Skyhawks Women's,JR,G,19.0,1,Bench Guard/Wing,,542828,638621,734414,2.6,0.325,0.3,0.63,0.141,0.132,0.0,0.1,0.186,0.464
Rissi Smith,Stonehill Skyhawks Women's,FR,G,26.0,1,Bench Guard/Wing,,521400,613411,705423,1.4,0.345,0.211,0.813,0.133,0.084,0.0,0.2,0.119,0.505
Cameron Thomas,Stetson Hatters Women's,SR,G,32.0,2,High-Volume Wing/Guard,,627576,738325,849073,16.3,0.434,0.363,0.788,0.11,0.088,0.1,0.6,0.283,0.57
Mary McMillan,Stetson Hatters Women's,SR,G,32.0,2,High-Volume Wing/Guard,,598982,704684,810387,14.7,0.438,0.35,0.737,0.266,0.04,0.1,0.8,0.234,0.555
Aleah Sorrentino,Stetson Hatters Women's,SR,F,32.0,3,Interior Specialist,,527174,620205,713235,10.6,0.451,0.411,0.472,0.155,0.153,0.6,1.0,0.226,0.492
Rose Caso,Stetson Hatters Women's,JR,G,32.0,3,Interior Specialist,,480036,564748,649460,7.9,0.405,0.269,0.74,0.092,0.104,0.1,1.2,0.189,0.493
Promise Keshi,Stetson Hatters Women's,SR,G,31.0,0,Elite Two-Way Big,,481094,565992,650891,8.0,0.509,0.256,0.941,0.148,0.124,1.2,1.8,0.162,0.551
Jorah Eppley,Stetson Hatters Women's,JR,G,30.0,1,Bench Guard/Wing,,569137,669573,770009,4.0,0.31,0.311,0.625,0.117,0.053,0.1,0.6,0.144,0.462
Candela Garcia-Escribano,Stetson Hatters Women's,SO,G,28.0,4,Efficient Role Player,,553934,651687,749440,3.2,0.466,0.222,0.625,0.065,0.075,0.1,0.3,0.157,0.527
Eva Bradshaw,Stetson Hatters Women's,JR,G,32.0,1,Bench Guard/Wing,,538470,633494,728518,2.3,0.286,0.267,0.733,0.04,0.042,0.1,0.6,0.091,0.412
Sophie Locatelli,Stetson Hatters Women's,FR,G,24.0,1,Bench Guard/Wing,,539821,635083,730346,2.4,0.323,0.306,0.833,0.208,0.064,0.0,0.4,0.193,0.427
Sierra Driessen,Stetson Hatters Women's,SO,G,17.0,1,Bench Guard/Wing,,519007,610597,702186,1.3,0.333,0.333,0.462,0.217,0.06,0.2,0.4,0.204,0.405
Key Roseby,Stephen F. Austin Ladyjacks Women's,SO,G,35.0,0,Elite Two-Way Big,,569974,670557,771141,13.1,0.436,0.344,0.797,0.138,0.123,0.6,1.0,0.256,0.537
Harmanie Dominguez,Stephen F. Austin Ladyjacks Women's,SR,G,35.0,2,High-Volume Wing/Guard,,564916,664607,764298,12.8,0.397,0.366,0.819,0.125,0.063,0.2,1.1,0.192,0.563
Myka Perry,Stephen F. Austin Ladyjacks Women's,SO,G,35.0,2,High-Volume Wing/Guard,,542756,638536,734317,11.5,0.418,0.21,0.766,0.119,0.076,0.3,1.6,0.205,0.503
Kaylinn Kemp,Stephen F. Austin Ladyjacks Women's,FR,G,33.0,2,High-Volume Wing/Guard,,533735,627924,722112,11.0,0.441,0.261,0.835,0.32,0.06,0.5,2.0,0.22,0.539
Makana Gardner,Stephen F. Austin Ladyjacks Women's,SO,F,35.0,3,Interior Specialist,,458640,539577,620514,6.7,0.556,0.35,0.545,0.115,0.144,1.1,0.6,0.161,0.576
Lydia Cooke-Wiggins,Stephen F. Austin Ladyjacks Women's,SO,G,35.0,1,Bench Guard/Wing,,448910,528129,607348,6.1,0.377,0.367,0.673,0.134,0.043,0.0,0.7,0.183,0.513
Aziyah Farrier,Stephen F. Austin Ladyjacks Women's,FR,G,35.0,3,Interior Specialist,,445997,524703,603408,5.9,0.518,0.087,0.62,0.087,0.163,1.9,0.9,0.159,0.54
Ashlyn Traylor,Stephen F. Austin Ladyjacks Women's,SR,G,16.0,2,High-Volume Wing/Guard,,567855,668064,768274,12.9,0.5,0.429,0.82,0.223,0.084,0.6,1.4,0.227,0.624
Anika Hyland,Stephen F. Austin Ladyjacks Women's,FR,G,31.0,1,Bench Guard/Wing,,557794,656229,754663,3.4,0.365,0.294,0.667,0.159,0.044,0.1,0.8,0.155,0.461
Courtney Ogden,Stanford Cardinal Women's,JR,F,35.0,4,Efficient Role Player,,567950,668176,768402,12.9,0.513,0.372,0.875,0.139,0.076,0.5,1.1,0.202,0.597
Nunu Agara,Stanford Cardinal Women's,JR,F,29.0,0,Elite Two-Way Big,,609511,717072,824632,15.3,0.465,0.189,0.798,0.095,0.151,0.6,1.2,0.248,0.53
Chloe Clardy,Stanford Cardinal Women's,JR,G,33.0,2,High-Volume Wing/Guard,,550766,647960,745154,12.0,0.384,0.305,0.783,0.135,0.053,0.3,2.0,0.216,0.488
Hailee Swain,Stanford Cardinal Women's,FR,G,35.0,1,Bench Guard/Wing,,519755,611477,703198,10.2,0.395,0.241,0.782,0.091,0.055,0.1,1.1,0.225,0.448
Lara Somfai,Stanford Cardinal Women's,FR,F,32.0,0,Elite Two-Way Big,,529359,622776,716192,10.8,0.409,0.29,0.769,0.115,0.188,0.7,0.8,0.244,0.488
Alexandra Eschmeyer,Stanford Cardinal Women's,FR,F,35.0,3,Interior Specialist,,432934,509334,585734,5.1,0.473,0.324,0.756,0.068,0.143,1.2,0.4,0.184,0.544
Shay Ijiwoye,Stanford Cardinal Women's,SO,G,32.0,1,Bench Guard/Wing,,544260,640306,736352,2.7,0.386,0.154,0.565,0.138,0.072,0.0,0.9,0.128,0.43
Talana Lepolo,Stanford Cardinal Women's,SR,G,20.0,1,Bench Guard/Wing,,570987,671750,772512,4.1,0.382,0.353,0.9,0.163,0.024,0.0,1.1,0.101,0.529
Mary Ashley Stevenson,Stanford Cardinal Women's,JR,F,35.0,3,Interior Specialist,,532628,626621,720614,2.0,0.489,0.143,0.867,0.085,0.131,0.2,0.1,0.109,0.599
Carly Amborn,Stanford Cardinal Women's,FR,G,16.0,4,Efficient Role Player,,532098,625998,719897,2.0,0.563,0.571,0.75,0.166,0.074,0.1,0.1,0.188,0.808
Harper Peterson,Stanford Cardinal Women's,SO,F,10.0,1,Bench Guard/Wing,,515406,606359,697313,1.1,0.333,0.375,0.0,0.047,0.101,0.2,0.1,0.179,0.425
Alyssa Sand,St. Thomas Tommies Women's,SO,F,32.0,0,Elite Two-Way Big,,591173,695498,799822,14.2,0.497,0.293,0.642,0.134,0.148,1.5,2.2,0.26,0.545
Faith Feuerbach,St. Thomas Tommies Women's,SR,G,32.0,1,Bench Guard/Wing,,509204,599064,688923,9.6,0.386,0.331,0.746,0.13,0.047,0.4,1.0,0.189,0.516
Jada Hood,St. Thomas Tommies Women's,SR,G,32.0,2,High-Volume Wing/Guard,,501614,590134,678654,9.2,0.364,0.329,0.718,0.261,0.109,0.3,1.2,0.216,0.497
Mikayla Werner,St. Thomas Tommies Women's,SO,G,31.0,4,Efficient Role Player,,485536,571219,656902,8.2,0.608,0.211,0.705,0.106,0.094,0.5,0.5,0.177,0.638
Savannah McGowan,St. Thomas Tommies Women's,JR,F,28.0,3,Interior Specialist,,466940,549341,631742,7.1,0.479,0.276,0.625,0.134,0.135,0.2,0.4,0.223,0.521
Laura Hauge,St. Thomas Tommies Women's,SO,G,32.0,1,Bench Guard/Wing,,442150,520176,598203,5.7,0.324,0.333,0.826,0.09,0.03,0.3,0.6,0.194,0.472
Autumn McCall,St. Thomas Tommies Women's,FR,F,32.0,1,Bench Guard/Wing,,428940,504636,580331,4.9,0.393,0.31,0.745,0.113,0.09,0.6,0.8,0.171,0.493
Abbey Vallance,St. Thomas Tommies Women's,SO,G,30.0,1,Bench Guard/Wing,,543218,639080,734942,2.6,0.342,0.182,0.769,0.159,0.077,0.4,0.6,0.161,0.427
Kammie Ludwig,St. Thomas Tommies Women's,JR,G,25.0,4,Efficient Role Player,,537288,632104,726919,2.3,0.513,0.407,0.75,0.136,0.039,0.0,0.3,0.105,0.666
Lydia Aalsma,St. Thomas Tommies Women's,FR,G,20.0,1,Bench Guard/Wing,,526536,619454,712372,1.7,0.316,0.286,0.75,0.166,0.101,0.2,0.6,0.136,0.407
Savannah Gage,St. Thomas Tommies Women's,FR,G,20.0,1,Bench Guard/Wing,,518189,609634,701079,1.2,0.345,0.364,0.5,0.225,0.041,0.0,0.4,0.185,0.417
Addison Schliewe,St. Thomas Tommies Women's,FR,C,13.0,3,Interior Specialist,,519259,610893,702527,1.3,0.533,0.0,0.167,0.123,0.117,0.2,0.2,0.201,0.476
Brooke Moore,St. John's (NY) Red Storm Women's,SO,G,34.0,0,Elite Two-Way Big,,546123,642498,738873,11.7,0.507,0.318,0.762,0.104,0.094,1.1,1.1,0.208,0.589
Sa'Mya Wyatt,St. John's (NY) Red Storm Women's,SO,F,34.0,3,Interior Specialist,,532190,626106,720022,10.9,0.507,0.412,0.756,0.122,0.123,0.4,0.5,0.254,0.554
Beautiful Waheed,St. John's (NY) Red Storm Women's,JR,G,28.0,4,Efficient Role Player,,500763,589133,677503,9.1,0.441,0.37,0.731,0.119,0.086,1.2,0.9,0.192,0.58
Janeya Grant,St. John's (NY) Red Storm Women's,SO,F,34.0,4,Efficient Role Player,,451453,531122,610790,6.2,0.408,0.331,0.75,0.068,0.044,0.1,0.3,0.225,0.542
Shaulana Wagner,St. John's (NY) Red Storm Women's,SR,G,30.0,1,Bench Guard/Wing,,461079,542446,623813,6.8,0.401,0.196,0.569,0.36,0.077,0.1,0.7,0.217,0.448
Daniela Abies,St. John's (NY) Red Storm Women's,JR,F,34.0,3,Interior Specialist,,445455,524065,602675,5.9,0.475,0.167,0.696,0.141,0.207,0.6,1.2,0.192,0.524
Jailah Donald,St. John's (NY) Red Storm Women's,SR,G,33.0,1,Bench Guard/Wing,,432568,508904,585239,5.1,0.37,0.306,0.679,0.167,0.051,0.1,0.5,0.148,0.482
Kylie Lavelle,St. John's (NY) Red Storm Women's,JR,F,34.0,1,Bench Guard/Wing,,427050,502412,577774,4.8,0.41,0.228,0.816,0.1,0.079,0.9,0.7,0.126,0.519
A'riel Little,St. John's (NY) Red Storm Women's,SO,G,22.0,1,Bench Guard/Wing,,526199,619057,711916,1.7,0.269,0.205,0.25,0.278,0.042,0.0,0.5,0.205,0.343
Kyla Hayes,St. John's (NY) Red Storm Women's,FR,F,13.0,1,Bench Guard/Wing,,522113,614251,706388,1.5,0.348,0.25,0.0,0.0,0.097,0.2,0.2,0.198,0.397
Laycee Drake,St. Bonaventure Bonnies Women's,SR,G,33.0,0,Elite Two-Way Big,,613258,721481,829703,15.5,0.442,0.333,0.82,0.222,0.118,0.5,1.7,0.292,0.517
Aaliyah Parker,St. Bonaventure Bonnies Women's,SR,G,32.0,0,Elite Two-Way Big,,561222,660262,759301,12.6,0.398,0.302,0.789,0.184,0.138,0.4,2.2,0.328,0.472
Mackenzie Pettinelli,St. Bonaventure Bonnies Women's,SO,G,33.0,1,Bench Guard/Wing,,441283,519157,597030,5.6,0.422,0.297,0.757,0.103,0.059,0.3,1.3,0.128,0.521
Elyse MacDonough,St. Bonaventure Bonnies Women's,FR,G,33.0,1,Bench Guard/Wing,,580907,683420,785933,4.6,0.336,0.333,0.917,0.098,0.042,0.1,0.7,0.125,0.485
Brillana Boyd,St. Bonaventure Bonnies Women's,JR,F,33.0,4,Efficient Role Player,,564091,663636,763182,3.7,0.465,0.263,0.743,0.121,0.085,0.1,0.3,0.166,0.532
Ivona Djikanovic,St. Bonaventure Bonnies Women's,FR,G,22.0,1,Bench Guard/Wing,,427456,502889,578322,4.8,0.41,0.222,0.5,0.142,0.058,0.4,0.4,0.179,0.448
Olivia DiFranco,St. Bonaventure Bonnies Women's,SO,G,30.0,1,Bench Guard/Wing,,554948,652880,750812,3.2,0.41,0.263,0.857,0.078,0.097,0.3,0.5,0.155,0.504
Mallory Heise,St. Bonaventure Bonnies Women's,FR,G,21.0,1,Bench Guard/Wing,,578826,680971,783117,4.5,0.4,0.25,0.692,0.132,0.07,0.1,0.2,0.183,0.488
Kylie Buckley,St. Bonaventure Bonnies Women's,JR,F,28.0,1,Bench Guard/Wing,,549966,647018,744071,3.0,0.385,0.167,0.625,0.082,0.091,0.1,0.3,0.16,0.445
Sierra Chambers,Southern Utah Thunderbirds Women's,SO,G,32.0,2,High-Volume Wing/Guard,,600099,705998,811898,14.8,0.368,0.275,0.819,0.216,0.032,0.1,0.7,0.239,0.497
Ava Uhrich,Southern Utah Thunderbirds Women's,JR,F,32.0,0,Elite Two-Way Big,,597307,702714,808121,14.6,0.467,0.279,0.737,0.189,0.173,0.4,0.8,0.244,0.534
Brooklyn Fely,Southern Utah Thunderbirds Women's,JR,F,30.0,0,Elite Two-Way Big,,570733,671451,772168,13.1,0.478,0.282,0.696,0.234,0.191,0.5,0.6,0.29,0.53
Devyn Kiernan,Southern Utah Thunderbirds Women's,FR,G,32.0,1,Bench Guard/Wing,,468239,550870,633500,7.2,0.39,0.383,0.571,0.093,0.037,0.4,0.5,0.154,0.521
Kortney Doman,Southern Utah Thunderbirds Women's,SO,G,32.0,1,Bench Guard/Wing,,459692,540814,621936,6.7,0.387,0.357,0.783,0.128,0.104,1.0,1.2,0.134,0.49
Morgan Trigueiro,Southern Utah Thunderbirds Women's,JR,G,31.0,4,Efficient Role Player,,583455,686418,789380,4.8,0.417,0.448,0.818,0.07,0.041,0.1,0.1,0.182,0.591
Denver Anderson,Southern Utah Thunderbirds Women's,SO,F,32.0,1,Bench Guard/Wing,,558727,657326,755925,3.4,0.376,0.303,0.698,0.113,0.104,0.2,0.2,0.185,0.485
Bella Hasan,Southern Utah Thunderbirds Women's,SO,G,32.0,1,Bench Guard/Wing,,523986,616454,708922,1.6,0.289,0.154,0.786,0.172,0.063,0.1,0.3,0.165,0.429
Charli Kay,Southern Utah Thunderbirds Women's,JR,G,18.0,4,Efficient Role Player,,520765,612665,704565,1.4,0.5,0.4,0.333,0.017,0.04,0.1,0.1,0.105,0.644
Vallory Kuelker,Southern Utah Thunderbirds Women's,FR,G,10.0,1,Bench Guard/Wing,,533952,628179,722405,2.1,0.273,0.263,0.667,0.034,0.067,0.0,0.2,0.235,0.423
Jakayla Johnson,Southern Miss Lady Eagles Women's,SR,G,31.0,2,High-Volume Wing/Guard,,614978,723503,832029,15.6,0.457,0.392,0.825,0.13,0.074,0.1,1.4,0.263,0.581
Meloney Thames,Southern Miss Lady Eagles Women's,SR,G,31.0,2,High-Volume Wing/Guard,,573535,674747,775959,13.3,0.342,0.247,0.705,0.145,0.053,0.2,1.2,0.241,0.443
Hayleigh Breland,Southern Miss Lady Eagles Women's,SR,G,30.0,2,High-Volume Wing/Guard,,546606,643066,739526,11.7,0.371,0.295,0.862,0.147,0.07,0.0,1.1,0.234,0.459
Carly Keats,Southern Miss Lady Eagles Women's,SR,G,31.0,2,High-Volume Wing/Guard,,519643,611344,703046,10.2,0.389,0.37,0.815,0.144,0.05,0.1,0.7,0.183,0.534
Brikayla Gray,Southern Miss Lady Eagles Women's,SR,G,31.0,3,Interior Specialist,,569137,669573,770009,4.0,0.445,0.222,0.667,0.083,0.113,0.5,0.9,0.108,0.488
Morgan Sieper,Southern Miss Lady Eagles Women's,JR,G,29.0,1,Bench Guard/Wing,,553181,650801,748422,3.1,0.288,0.256,1.0,0.087,0.053,0.1,0.5,0.156,0.403
Ramiah Augurson,Southern Miss Lady Eagles Women's,FR,G,29.0,1,Bench Guard/Wing,,532098,625998,719897,2.0,0.317,0.286,0.643,0.051,0.094,0.2,0.3,0.211,0.396
Anaisha Carriere,Southern Miss Lady Eagles Women's,SO,G,13.0,3,Interior Specialist,,524966,617608,710249,1.6,0.529,0.333,0.4,0.0,0.099,0.2,0.1,0.177,0.542
Zahra King,SMU Mustangs Women's,FR,G,30.0,2,High-Volume Wing/Guard,,594443,699345,804247,14.4,0.431,0.388,0.68,0.135,0.045,0.1,1.6,0.275,0.517
Sahnya Jah,SMU Mustangs Women's,JR,F,25.0,3,Interior Specialist,,504452,593473,682494,9.3,0.354,0.154,0.655,0.117,0.117,0.4,1.3,0.322,0.412
Anaya Brown,SMU Mustangs Women's,JR,F,30.0,0,Elite Two-Way Big,,461079,542446,623813,6.8,0.346,0.395,0.776,0.058,0.119,1.4,1.0,0.184,0.461
Paulina Paris,SMU Mustangs Women's,SR,G,20.0,1,Bench Guard/Wing,,509313,599192,689070,9.6,0.399,0.25,0.697,0.141,0.057,0.2,1.1,0.218,0.471
Ayanna Thompson,SMU Mustangs Women's,SR,G,30.0,1,Bench Guard/Wing,,450853,530415,609977,6.2,0.32,0.341,0.744,0.133,0.045,0.3,1.3,0.171,0.432
Kyla Deck,SMU Mustangs Women's,SR,G,13.0,2,High-Volume Wing/Guard,,517610,608953,700296,10.1,0.339,0.396,0.765,0.136,0.046,0.3,3.8,0.183,0.458
Grace Hall,SMU Mustangs Women's,SR,F,27.0,1,Bench Guard/Wing,,579413,681662,783911,4.6,0.37,0.286,0.577,0.108,0.093,1.6,1.1,0.138,0.441
Miriam Ibezim,SMU Mustangs Women's,JR,F,30.0,3,Interior Specialist,,564820,664494,764168,3.8,0.464,0.0,0.442,0.069,0.131,0.4,0.5,0.139,0.464
Jzaniya Harriel,SMU Mustangs Women's,SR,G,16.0,1,Bench Guard/Wing,,446392,525167,603942,5.9,0.393,0.351,0.762,0.148,0.073,0.3,0.6,0.185,0.505
Elizaveta Filchagina,SMU Mustangs Women's,FR,F,19.0,1,Bench Guard/Wing,,512573,603027,693481,0.9,0.267,0.091,0.5,0.033,0.071,0.0,0.1,0.158,0.291
Jasmine Gipson,SMU Mustangs Women's,FR,F,18.0,1,Bench Guard/Wing,,512519,602963,693408,0.9,0.176,0.059,0.5,0.086,0.051,0.1,0.6,0.072,0.225
Ali Saunders,Southern Indiana Screaming Eagles Women's,SR,G,31.0,2,High-Volume Wing/Guard,,654568,770080,885592,17.8,0.39,0.397,0.901,0.286,0.048,0.2,2.1,0.267,0.537
Chloe Gannon,Southern Indiana Screaming Eagles Women's,JR,F,32.0,3,Interior Specialist,,573946,675231,776515,13.3,0.469,0.0,0.724,0.103,0.117,1.2,1.1,0.231,0.497
Sophia Loden,Southern Indiana Screaming Eagles Women's,JR,F,32.0,3,Interior Specialist,,513551,604177,694804,9.8,0.383,0.263,0.8,0.087,0.131,0.1,1.2,0.202,0.475
Amiyah Buchanan,Southern Indiana Screaming Eagles Women's,JR,F,32.0,3,Interior Specialist,,459692,540814,621936,6.7,0.417,0.222,0.617,0.057,0.137,0.6,1.1,0.178,0.449
Shannon Blacher,Southern Indiana Screaming Eagles Women's,JR,G,32.0,1,Bench Guard/Wing,,456494,537051,617609,6.5,0.34,0.26,0.676,0.114,0.078,0.1,2.4,0.148,0.444
Channah Gannon,Southern Indiana Screaming Eagles Women's,FR,F,23.0,3,Interior Specialist,,455590,535989,616387,6.5,0.374,0.2,0.803,0.121,0.152,0.3,0.8,0.28,0.483
Kylee Dennis,Southern Indiana Screaming Eagles Women's,SO,G,22.0,4,Efficient Role Player,,564932,664626,764320,3.8,0.484,0.417,0.813,0.157,0.093,0.0,0.8,0.163,0.596
Lexi Sepulveda,Southern Indiana Screaming Eagles Women's,SO,G,32.0,1,Bench Guard/Wing,,541944,637581,733218,2.5,0.359,0.25,0.444,0.065,0.04,0.0,0.4,0.14,0.421
Lily Graves,Southern Indiana Screaming Eagles Women's,FR,G,26.0,4,Efficient Role Player,,547065,643606,740147,2.8,0.413,0.317,0.667,0.056,0.059,0.2,0.4,0.162,0.531
Sarang West,Southern Indiana Screaming Eagles Women's,SR,G,19.0,1,Bench Guard/Wing,,519409,611070,702730,1.3,0.333,0.25,0.75,0.207,0.043,0.0,0.4,0.191,0.433
Kiyoko Proctor,SIU-Edwardsville Cougars Women's,FR,G,32.0,2,High-Volume Wing/Guard,,576164,677840,779516,13.4,0.385,0.33,0.787,0.211,0.044,0.2,1.2,0.262,0.503
Lauren Miller,SIU-Edwardsville Cougars Women's,FR,F,32.0,1,Bench Guard/Wing,,560670,659612,758554,12.5,0.432,0.216,0.716,0.215,0.081,0.3,0.5,0.276,0.495
Macy Silvey,SIU-Edwardsville Cougars Women's,SR,G,32.0,1,Bench Guard/Wing,,508661,598425,688189,9.6,0.351,0.336,0.708,0.075,0.068,0.1,0.6,0.183,0.488
Ava Gugliuzza,SIU-Edwardsville Cougars Women's,JR,G,32.0,1,Bench Guard/Wing,,439502,517062,594621,5.5,0.3,0.306,0.6,0.07,0.055,0.3,0.9,0.176,0.427
Adebukola Akomolafe,SIU-Edwardsville Cougars Women's,SR,G,29.0,3,Interior Specialist,,441602,519532,597461,5.7,0.437,0.316,0.548,0.074,0.145,0.2,0.5,0.182,0.478
Adriana Blazquez,SIU-Edwardsville Cougars Women's,SO,F,32.0,1,Bench Guard/Wing,,534995,629405,723816,2.2,0.308,0.13,0.818,0.153,0.083,0.0,0.3,0.135,0.39
Kendal George,SIU-Edwardsville Cougars Women's,SO,G,20.0,4,Efficient Role Player,,542291,637990,733688,2.6,0.37,0.39,0.5,0.051,0.052,0.0,0.2,0.127,0.543
Jaiden Bryant,SIU-Edwardsville Cougars Women's,SR,G,28.0,1,Bench Guard/Wing,,524814,617428,710042,1.6,0.354,0.0,0.647,0.077,0.081,0.0,0.5,0.133,0.401
Emiyah Cobb,SIU-Edwardsville Cougars Women's,SO,G,25.0,1,Bench Guard/Wing,,523197,615526,707855,1.5,0.283,0.0,0.421,0.247,0.089,0.2,0.5,0.199,0.306
Sy'Rae Stemmons,SIU-Edwardsville Cougars Women's,FR,F,10.0,3,Interior Specialist,,552479,649975,747471,3.1,0.5,0.0,0.636,0.167,0.123,0.0,0.4,0.261,0.53
Alayna Kraus,Southern Illinois Salukis Women's,SO,G,30.0,2,High-Volume Wing/Guard,,618917,728138,837359,15.8,0.405,0.303,0.881,0.109,0.04,0.1,0.9,0.24,0.506
Indya Green,Southern Illinois Salukis Women's,SR,F,30.0,3,Interior Specialist,,569552,670061,770570,13.0,0.474,0.25,0.652,0.035,0.181,0.6,1.1,0.275,0.498
Kayla Cooper,Southern Illinois Salukis Women's,JR,G,30.0,1,Bench Guard/Wing,,529651,623119,716587,10.8,0.355,0.298,0.672,0.115,0.045,0.6,1.6,0.193,0.44
Jeniah Thompson,Southern Illinois Salukis Women's,SR,G,30.0,3,Interior Specialist,,515110,606011,696913,9.9,0.474,0.302,0.734,0.141,0.144,0.1,1.4,0.205,0.529
Tkiyah Nelson,Southern Illinois Salukis Women's,JR,G,30.0,1,Bench Guard/Wing,,438973,516439,593905,5.5,0.357,0.0,0.647,0.237,0.073,0.4,1.4,0.149,0.424
Karris Allen,Southern Illinois Salukis Women's,SR,G,29.0,1,Bench Guard/Wing,,571689,672575,773461,4.1,0.358,0.435,0.533,0.104,0.117,0.2,0.7,0.223,0.424
Kynnedi Davis,Southern Illinois Salukis Women's,JR,,23.0,1,Bench Guard/Wing,,564310,663894,763478,3.7,0.32,0.182,0.714,0.18,0.04,0.0,0.3,0.144,0.39
Hiba Malkawi,Southern Illinois Salukis Women's,JR,,22.0,1,Bench Guard/Wing,,526199,619057,711916,1.7,0.333,0.269,0.75,0.044,0.091,0.0,0.1,0.174,0.465
Kelowna Ngoyi,Southern Illinois Salukis Women's,SO,G,24.0,1,Bench Guard/Wing,,505042,594167,683292,0.5,0.364,0.0,0.714,0.082,0.063,0.0,0.0,0.107,0.454
Jazzy Davidson,USC Women of Troy Women's,FR,G,32.0,0,Elite Two-Way Big,,657533,773568,889603,17.9,0.4,0.296,0.728,0.273,0.088,2.0,2.0,0.297,0.483
Kara Dunn,USC Women of Troy Women's,SR,G,32.0,2,High-Volume Wing/Guard,,607368,714550,821733,15.2,0.475,0.378,0.741,0.133,0.085,0.4,1.2,0.219,0.589
