player_name,team,class_year,position,games_played,archetype_id,archetype_name,draft_probability,proj_salary_low,proj_salary_mid,proj_salary_high,pts_per_game,fg_pct,fg3_pct,ft_pct,ast_pct,reb_pct,blk_per_game,stl_per_game,usg_pct,ts_pct
Sierra Carson,Dartmouth Big Green Women's,JR,G,25.0,1,Bench Guard/Wing,,555812,653896,751981,3.3,0.333,0.3,0.611,0.134,0.044,0.0,0.6,0.171,0.443
Tahira Muhammad,Dartmouth Big Green Women's,SO,G,26.0,1,Bench Guard/Wing,,521400,613411,705423,1.4,0.238,0.263,0.6,0.1,0.066,0.0,0.5,0.149,0.359
Olivia Lawlor,Dartmouth Big Green Women's,SR,F,24.0,3,Interior Specialist,,522054,614181,706308,1.5,0.433,0.0,0.529,0.144,0.088,0.0,0.1,0.15,0.46
Jacalyn Myrthil,Dartmouth Big Green Women's,FR,G,24.0,1,Bench Guard/Wing,,516643,607815,698987,1.2,0.474,0.0,0.714,0.11,0.055,0.0,0.1,0.14,0.546
Emma Olausson,Dartmouth Big Green Women's,FR,G,13.0,1,Bench Guard/Wing,,530672,624320,717968,1.9,0.32,0.143,0.636,0.125,0.105,0.1,0.3,0.182,0.414
Ava Zediker,Creighton Bluejays Women's,FR,G,28.0,2,High-Volume Wing/Guard,,574025,675324,776623,13.3,0.41,0.373,0.839,0.221,0.082,0.2,1.1,0.233,0.529
Kennedy Townsend,Creighton Bluejays Women's,SR,G,31.0,2,High-Volume Wing/Guard,,545623,641909,738196,11.7,0.391,0.303,0.765,0.132,0.062,0.4,1.2,0.192,0.497
Neleigh Gessert,Creighton Bluejays Women's,FR,G,28.0,2,High-Volume Wing/Guard,,546899,643411,739922,11.8,0.383,0.372,0.741,0.062,0.052,0.8,0.6,0.25,0.529
Grace Boffeli,Creighton Bluejays Women's,SR,F,31.0,3,Interior Specialist,,502819,591552,680285,9.2,0.528,0.2,0.76,0.157,0.206,0.9,0.6,0.208,0.573
Allison Heathcock,Creighton Bluejays Women's,SO,G,31.0,1,Bench Guard/Wing,,468912,551662,634411,7.3,0.347,0.327,0.82,0.161,0.085,0.3,0.9,0.159,0.469
Kendall McGee,Creighton Bluejays Women's,FR,G,31.0,1,Bench Guard/Wing,,462842,544520,626198,6.9,0.393,0.302,0.592,0.255,0.099,0.2,0.8,0.225,0.457
Elizabeth Gentry,Creighton Bluejays Women's,SO,C,30.0,4,Efficient Role Player,,582700,685529,788358,4.7,0.421,0.293,0.727,0.059,0.09,0.2,0.3,0.183,0.501
Norah Gessert,Creighton Bluejays Women's,FR,G,31.0,1,Bench Guard/Wing,,561377,660444,759510,3.6,0.328,0.284,0.5,0.134,0.058,0.5,0.8,0.127,0.435
Rachel Kaus,Cornell Big Red Women's,JR,G,27.0,3,Interior Specialist,,536980,631742,726503,11.2,0.436,0.364,0.758,0.114,0.099,0.2,0.7,0.242,0.493
Emily Pape,Cornell Big Red Women's,SR,F,27.0,2,High-Volume Wing/Guard,,518851,610413,701975,10.1,0.346,0.309,0.727,0.151,0.107,0.2,1.2,0.241,0.459
Clarke Jackson,Cornell Big Red Women's,JR,G,27.0,3,Interior Specialist,,509828,599797,689767,9.6,0.463,0.231,0.681,0.17,0.1,0.1,0.9,0.207,0.5
Paige Engels,Cornell Big Red Women's,SO,G,27.0,1,Bench Guard/Wing,,445566,524196,602825,5.9,0.4,0.302,0.72,0.236,0.047,0.1,1.0,0.165,0.463
Audrey Chen,Cornell Big Red Women's,SO,G,26.0,1,Bench Guard/Wing,,580519,682963,785408,4.6,0.347,0.342,0.65,0.174,0.055,0.0,0.7,0.229,0.471
Ally Pape,Cornell Big Red Women's,FR,G,27.0,1,Bench Guard/Wing,,560227,659091,757954,3.5,0.354,0.3,0.786,0.079,0.094,0.1,0.4,0.216,0.498
Kelsey Langston,Cornell Big Red Women's,SO,G,27.0,1,Bench Guard/Wing,,550627,647796,744966,3.0,0.338,0.333,0.632,0.21,0.048,0.0,1.0,0.097,0.455
Grace Renners,Cornell Big Red Women's,FR,F,26.0,4,Efficient Role Player,,548490,645282,742075,2.9,0.421,0.4,0.594,0.083,0.078,0.1,0.2,0.203,0.519
Ashley Childers,Cornell Big Red Women's,FR,F,14.0,3,Interior Specialist,,530774,624440,718106,1.9,0.423,0.5,0.375,0.069,0.167,0.1,0.1,0.237,0.453
Willa Chinn,Cornell Big Red Women's,FR,G,11.0,1,Bench Guard/Wing,,528727,622032,715337,1.8,0.231,0.167,0.0,0.256,0.09,0.4,0.4,0.239,0.25
Vivienne Knee,Cornell Big Red Women's,SR,G-F,14.0,3,Interior Specialist,,513550,604176,694803,1.0,0.2,0.0,1.0,0.19,0.197,0.2,0.2,0.167,0.306
Khila Morris,Coppin State Eagles Women's,JR,G,32.0,2,High-Volume Wing/Guard,,570622,671320,772018,13.1,0.42,0.333,0.704,0.226,0.064,0.5,1.7,0.221,0.5
Paris McBride,Coppin State Eagles Women's,SR,G,33.0,1,Bench Guard/Wing,,497858,585716,673573,8.9,0.253,0.279,0.819,0.238,0.057,0.3,1.5,0.192,0.419
Erin Henry,Coppin State Eagles Women's,JR,G,33.0,1,Bench Guard/Wing,,475399,559293,643187,7.6,0.32,0.275,0.554,0.112,0.06,0.1,1.0,0.201,0.406
Sydney Burris,Coppin State Eagles Women's,SR,F,33.0,3,Interior Specialist,,458803,539768,620733,6.7,0.447,0.0,0.703,0.082,0.143,0.9,0.9,0.175,0.493
Shanaii Gamble,Coppin State Eagles Women's,SO,F,32.0,3,Interior Specialist,,452767,532667,612567,6.3,0.352,0.138,0.556,0.065,0.162,0.2,1.3,0.203,0.4
Skylar Barnes,Coppin State Eagles Women's,SR,G,33.0,1,Bench Guard/Wing,,444881,523389,601897,5.8,0.299,0.242,0.764,0.103,0.069,0.1,0.8,0.224,0.402
Mickelle Lowry,Coppin State Eagles Women's,SO,G,28.0,1,Bench Guard/Wing,,538718,633786,728853,2.4,0.261,0.246,1.0,0.058,0.057,0.1,0.2,0.182,0.363
Kyley Gary-Grayson,Coppin State Eagles Women's,FR,G,24.0,1,Bench Guard/Wing,,528236,621454,714672,1.8,0.216,0.115,0.692,0.066,0.036,0.0,0.8,0.209,0.339
Jahcelyn Hartfield,Coppin State Eagles Women's,SR,G,12.0,1,Bench Guard/Wing,,542909,638716,734524,2.6,0.282,0.2,0.636,0.129,0.073,0.3,0.7,0.15,0.35
Jordyn Adderly,Coppin State Eagles Women's,FR,G,23.0,1,Bench Guard/Wing,,508708,598480,688252,0.7,0.25,0.4,0.583,0.051,0.087,0.0,0.1,0.108,0.392
Kylie Wells,Coppin State Eagles Women's,FR,G,18.0,1,Bench Guard/Wing,,508394,598110,687827,0.7,0.2,0.0,0.714,0.019,0.051,0.0,0.2,0.12,0.279
Sarah Strong,UConn Huskies Women's,SO,F,38.0,0,Elite Two-Way Big,,665845,783347,900849,18.4,0.582,0.404,0.833,0.241,0.162,1.6,3.4,0.271,0.666
Azzi Fudd,UConn Huskies Women's,SR,G,39.0,2,High-Volume Wing/Guard,,645184,759041,872897,17.3,0.481,0.447,0.955,0.176,0.052,0.5,2.5,0.258,0.606
Blanca Quiñonez,UConn Huskies Women's,FR,G,31.0,0,Elite Two-Way Big,,529218,622610,716001,10.7,0.536,0.395,0.75,0.165,0.089,0.5,2.0,0.248,0.619
Ashlynn Shade,UConn Huskies Women's,JR,G,39.0,2,High-Volume Wing/Guard,,475039,558869,642700,7.6,0.404,0.318,0.737,0.142,0.076,0.1,1.8,0.16,0.493
Allie Ziebell,UConn Huskies Women's,SO,G,39.0,4,Efficient Role Player,,468445,551112,633778,7.2,0.503,0.411,0.788,0.097,0.052,0.3,0.9,0.156,0.663
Kayleigh Heckel,UConn Huskies Women's,SO,G,39.0,4,Efficient Role Player,,462743,544404,626064,6.9,0.539,0.383,0.689,0.209,0.085,0.1,1.4,0.172,0.597
KK Arnold,UConn Huskies Women's,JR,G,38.0,2,High-Volume Wing/Guard,,463147,544879,626610,6.9,0.544,0.333,0.696,0.252,0.051,0.1,2.7,0.13,0.618
Kelis Fisher,UConn Huskies Women's,FR,G,30.0,1,Bench Guard/Wing,,545070,641259,737448,2.7,0.434,0.0,0.714,0.169,0.074,0.0,0.3,0.279,0.471
Caroline Ducharme,UConn Huskies Women's,SR,G,25.0,1,Bench Guard/Wing,,521713,613781,705848,1.4,0.265,0.174,0.75,0.143,0.135,0.2,0.3,0.17,0.341
Riley Weiss,Columbia Lions Women's,JR,G,33.0,2,High-Volume Wing/Guard,,696281,819154,942028,20.1,0.432,0.378,0.83,0.141,0.055,0.4,1.7,0.292,0.548
Perri Page,Columbia Lions Women's,SR,G-F,33.0,0,Elite Two-Way Big,,596444,701699,806954,14.5,0.54,0.25,0.69,0.157,0.123,0.3,2.5,0.235,0.58
Susie Rafiu,Columbia Lions Women's,SR,F,31.0,3,Interior Specialist,,501142,589579,678016,9.1,0.515,0.324,0.646,0.147,0.136,0.5,1.3,0.194,0.553
Mia Broom,Columbia Lions Women's,SO,G,33.0,2,High-Volume Wing/Guard,,485301,570942,656583,8.2,0.352,0.364,0.754,0.202,0.075,0.3,1.7,0.202,0.51
Fliss Henderson,Columbia Lions Women's,FR,G,28.0,3,Interior Specialist,,461445,542876,624308,6.8,0.365,0.146,0.611,0.218,0.139,0.4,1.5,0.191,0.409
Marija Avlijas,Columbia Lions Women's,JR,G,27.0,1,Bench Guard/Wing,,449971,529378,608784,6.1,0.385,0.299,0.556,0.187,0.048,0.1,1.0,0.147,0.479
Nasi Simmons,Columbia Lions Women's,SO,G,33.0,3,Interior Specialist,,565773,665615,765458,3.8,0.505,0.0,0.529,0.071,0.097,0.3,1.5,0.147,0.512
Hilke Feldrappe,Columbia Lions Women's,JR,F,27.0,4,Efficient Role Player,,558170,656671,755172,3.4,0.447,0.292,0.529,0.064,0.09,0.2,0.6,0.159,0.494
Blau Tor,Columbia Lions Women's,JR,F,21.0,3,Interior Specialist,,512666,603136,693607,1.0,0.474,0.0,0.333,0.102,0.198,0.1,0.2,0.118,0.458
Marta Jaama,Columbia Lions Women's,SO,C,20.0,4,Efficient Role Player,,508910,598717,688525,0.8,0.5,0.4,0.333,0.144,0.12,0.0,0.4,0.095,0.559
Lexus Bargesser,Colorado State Rams Women's,SR,G,33.0,0,Elite Two-Way Big,,608369,715728,823087,15.2,0.457,0.407,0.824,0.214,0.105,0.6,1.3,0.277,0.551
Brooke Carlson,Colorado State Rams Women's,SO,G,35.0,2,High-Volume Wing/Guard,,546774,643263,739752,11.7,0.424,0.25,0.786,0.208,0.048,0.3,1.4,0.222,0.527
Kloe Froebe,Colorado State Rams Women's,SO,G,35.0,3,Interior Specialist,,528735,622041,715347,10.7,0.443,0.359,0.653,0.177,0.13,0.1,0.6,0.217,0.522
Madelyn Bragg,Colorado State Rams Women's,SR,C,35.0,3,Interior Specialist,,484600,570117,655635,8.2,0.527,0.0,0.818,0.041,0.094,0.9,0.5,0.18,0.569
Hannah Ronsiek,Colorado State Rams Women's,SR,G,35.0,1,Bench Guard/Wing,,476737,560867,644997,7.7,0.35,0.316,0.818,0.037,0.092,0.7,1.5,0.147,0.49
Marta Leimane,Colorado State Rams Women's,SR,G,35.0,1,Bench Guard/Wing,,431486,507631,583775,5.1,0.368,0.278,0.767,0.139,0.067,0.4,0.4,0.166,0.451
McKenna Murphy,Colorado State Rams Women's,FR,G,35.0,4,Efficient Role Player,,429558,505362,581166,4.9,0.388,0.387,0.875,0.093,0.077,0.1,0.3,0.19,0.555
Jadyn Fife,Colorado State Rams Women's,JR,F,28.0,1,Bench Guard/Wing,,516201,607295,698389,1.1,0.275,0.182,0.857,0.106,0.107,0.0,0.2,0.139,0.369
Gianna Smith,Colorado State Rams Women's,FR,G,16.0,1,Bench Guard/Wing,,505429,594622,683815,0.6,0.176,0.143,0.5,0.042,0.025,0.0,0.1,0.226,0.251
Desiree Wooten,Colorado Buffaloes Women's,JR,G,34.0,2,High-Volume Wing/Guard,,576262,677955,779648,13.4,0.38,0.352,0.711,0.22,0.068,0.1,1.6,0.287,0.477
Zyanna Walker,Colorado Buffaloes Women's,JR,G,34.0,2,High-Volume Wing/Guard,,539407,634596,729786,11.3,0.423,0.232,0.695,0.162,0.083,0.3,2.1,0.225,0.491
Jade Masogayo,Colorado Buffaloes Women's,SR,G,33.0,3,Interior Specialist,,538516,633548,728580,11.3,0.489,0.0,0.757,0.151,0.108,0.8,1.0,0.232,0.549
Logyn Greer,Colorado Buffaloes Women's,FR,F,34.0,3,Interior Specialist,,502474,591146,679817,9.2,0.445,0.259,0.781,0.112,0.122,0.8,0.6,0.211,0.518
Anaelle Dutat,Colorado Buffaloes Women's,SR,F,34.0,3,Interior Specialist,,491788,578574,665360,8.6,0.514,0.1,0.744,0.085,0.152,0.3,1.7,0.155,0.559
Tabitha Betson,Colorado Buffaloes Women's,SO,F,24.0,4,Efficient Role Player,,583008,685891,788775,4.8,0.404,0.339,0.833,0.139,0.107,0.2,0.6,0.153,0.53
Jade Crook,Colorado Buffaloes Women's,FR,C,33.0,3,Interior Specialist,,552310,649777,747244,3.1,0.494,0.267,0.588,0.056,0.106,0.2,0.3,0.166,0.525
Kennedy Sanders,Colorado Buffaloes Women's,SO,G,10.0,2,High-Volume Wing/Guard,,504105,593065,682025,9.3,0.431,0.321,0.846,0.225,0.031,0.0,1.9,0.252,0.551
Erianna Gooden,Colorado Buffaloes Women's,FR,G,34.0,1,Bench Guard/Wing,,529917,623432,716947,1.9,0.328,0.211,0.8,0.139,0.08,0.0,0.6,0.121,0.418
Maeve McErlane,Colorado Buffaloes Women's,JR,G,32.0,1,Bench Guard/Wing,,519348,610998,702648,1.3,0.186,0.163,0.6,0.148,0.034,0.0,0.4,0.113,0.272
Taryn Barbot,College of Charleston Cougars Women's,JR,G,33.0,2,High-Volume Wing/Guard,,697393,820462,943532,20.1,0.38,0.361,0.872,0.188,0.076,0.3,2.3,0.287,0.511
Taylor Barbot,College of Charleston Cougars Women's,JR,G,33.0,2,High-Volume Wing/Guard,,541175,636676,732177,11.4,0.379,0.278,0.769,0.321,0.065,0.1,1.6,0.204,0.447
Tyja Beans,College of Charleston Cougars Women's,JR,F,33.0,3,Interior Specialist,,516798,607998,699197,10.0,0.441,0.264,0.815,0.112,0.087,0.3,1.5,0.22,0.502
Sophia Tougas,College of Charleston Cougars Women's,SR,G,32.0,1,Bench Guard/Wing,,498366,586313,674261,9.0,0.346,0.345,0.688,0.03,0.055,0.3,1.0,0.183,0.481
Jami Hill,College of Charleston Cougars Women's,JR,G,25.0,1,Bench Guard/Wing,,429847,505702,581558,5.0,0.375,0.347,0.643,0.066,0.051,0.1,1.3,0.184,0.49
Anilys Rolon,College of Charleston Cougars Women's,FR,G,30.0,4,Efficient Role Player,,567287,667396,767506,3.9,0.374,0.365,1.0,0.041,0.05,0.0,0.3,0.231,0.542
Marissa Brown,College of Charleston Cougars Women's,SR,F,33.0,3,Interior Specialist,,558482,657038,755593,3.4,0.517,0.0,0.6,0.06,0.122,0.2,0.6,0.148,0.535
Leah Philpotts,College of Charleston Cougars Women's,SO,F,31.0,4,Efficient Role Player,,561974,661146,760318,3.6,0.478,0.2,0.595,0.059,0.056,0.0,0.5,0.198,0.511
Camila De Pool,College of Charleston Cougars Women's,SO,G,11.0,1,Bench Guard/Wing,,533783,627980,722177,2.1,0.31,0.077,0.8,0.105,0.037,0.0,0.1,0.218,0.367
Aubrey Stevenson,College of Charleston Cougars Women's,FR,G,12.0,1,Bench Guard/Wing,,504268,593257,682245,0.5,0.167,0.0,1.0,0.179,0.06,0.0,0.2,0.142,0.232
Ella Meabon,Colgate Raiders Women's,JR,G,31.0,2,High-Volume Wing/Guard,,593043,697697,802352,14.4,0.364,0.377,0.792,0.245,0.087,0.1,0.6,0.325,0.439
Tatiana Matthews,Colgate Raiders Women's,SO,G,28.0,2,High-Volume Wing/Guard,,474284,557982,641679,7.6,0.405,0.288,0.721,0.148,0.1,0.2,0.8,0.352,0.47
Madison Schiller,Colgate Raiders Women's,SR,G,21.0,2,High-Volume Wing/Guard,,504684,593745,682807,9.3,0.379,0.289,0.667,0.245,0.089,0.1,1.5,0.169,0.465
Grace Klag,Colgate Raiders Women's,SR,F,30.0,3,Interior Specialist,,429959,505834,581710,5.0,0.404,0.0,0.633,0.191,0.179,0.3,0.3,0.239,0.425
Abbey Ferguson,Colgate Raiders Women's,SR,G-F,31.0,4,Efficient Role Player,,572121,673083,774046,4.2,0.451,0.364,0.846,0.052,0.073,0.8,0.7,0.077,0.541
Amarah Streiff,Colgate Raiders Women's,JR,F,23.0,1,Bench Guard/Wing,,433458,509951,586443,5.2,0.253,0.228,0.667,0.059,0.056,0.2,1.1,0.154,0.361
Laila Hankerson,Colgate Raiders Women's,JR,G,31.0,1,Bench Guard/Wing,,548835,645688,742541,2.9,0.283,0.19,0.688,0.149,0.07,0.2,0.7,0.192,0.353
Lara Cook,Colgate Raiders Women's,SR,G,29.0,1,Bench Guard/Wing,,542962,638779,734596,2.6,0.257,0.203,0.714,0.045,0.054,0.1,0.5,0.161,0.348
Kennedy Parrott,Colgate Raiders Women's,FR,G,23.0,1,Bench Guard/Wing,,543379,639269,735160,2.6,0.308,0.111,0.864,0.054,0.068,0.0,0.1,0.243,0.398
Tessa Grady,Coastal Carolina Chanticleers Women's,JR,F,32.0,2,High-Volume Wing/Guard,,578938,681104,783270,13.6,0.411,0.358,0.693,0.084,0.047,0.8,1.3,0.204,0.55
Kristin Williams,Coastal Carolina Chanticleers Women's,SR,G,32.0,2,High-Volume Wing/Guard,,570622,671320,772018,13.1,0.381,0.367,0.712,0.193,0.055,0.1,1.8,0.206,0.514
Tracey Hueston,Coastal Carolina Chanticleers Women's,SR,F,32.0,3,Interior Specialist,,552951,650531,748110,12.1,0.504,0.269,0.682,0.064,0.163,1.1,0.8,0.286,0.565
Kinsea Grimes,Coastal Carolina Chanticleers Women's,FR,F,31.0,0,Elite Two-Way Big,,539956,635243,730529,11.4,0.367,0.398,0.703,0.121,0.117,0.9,1.4,0.218,0.481
D'Yanis Jimenez,Coastal Carolina Chanticleers Women's,JR,G,28.0,1,Bench Guard/Wing,,446846,525702,604557,6.0,0.418,0.346,0.812,0.28,0.06,0.1,0.7,0.217,0.539
Paige Bradley,Coastal Carolina Chanticleers Women's,SR,G,24.0,1,Bench Guard/Wing,,463072,544790,626509,6.9,0.343,0.267,0.638,0.129,0.097,0.0,1.7,0.158,0.434
Tateyoina Harris,Coastal Carolina Chanticleers Women's,JR,F,30.0,3,Interior Specialist,,570987,671750,772512,4.1,0.529,0.0,0.534,0.07,0.185,0.6,0.9,0.134,0.537
Baylee Lowder,Coastal Carolina Chanticleers Women's,FR,G,30.0,1,Bench Guard/Wing,,566670,666671,766671,3.9,0.394,0.269,0.676,0.081,0.092,0.2,1.0,0.123,0.463
Olivia Klanac,Coastal Carolina Chanticleers Women's,FR,G,18.0,1,Bench Guard/Wing,,454068,534198,614327,6.4,0.254,0.246,0.727,0.119,0.08,0.2,1.3,0.256,0.381
Hennessey Luu-Brown,Coastal Carolina Chanticleers Women's,SR,G,22.0,4,Efficient Role Player,,521140,613106,705072,1.4,0.462,0.455,1.0,0.136,0.028,0.0,0.5,0.122,0.575
J'yana Salton,Coastal Carolina Chanticleers Women's,JR,G,14.0,4,Efficient Role Player,,532098,625998,719897,2.0,0.476,0.333,0.75,0.076,0.112,0.0,0.4,0.171,0.565
Izabella Zingaro,Cleveland State Vikings Women's,SR,F,36.0,0,Elite Two-Way Big,,639542,752402,865263,16.9,0.608,0.222,0.8,0.101,0.168,0.7,0.6,0.295,0.668
Colbi Maples,Cleveland State Vikings Women's,SR,G,34.0,2,High-Volume Wing/Guard,,617755,726770,835786,15.7,0.376,0.308,0.753,0.165,0.03,0.0,1.4,0.289,0.492
Jada Leonard,Cleveland State Vikings Women's,SR,G,34.0,2,High-Volume Wing/Guard,,551300,648588,745876,12.0,0.37,0.28,0.817,0.184,0.04,0.0,2.9,0.229,0.484
Macey Fegan,Cleveland State Vikings Women's,JR,F,36.0,3,Interior Specialist,,495543,582992,670441,8.8,0.547,0.286,0.802,0.2,0.125,0.2,1.1,0.156,0.602
Ayisse Magassa,Cleveland State Vikings Women's,SR,G,36.0,3,Interior Specialist,,575303,676827,778351,4.3,0.52,0.0,0.558,0.13,0.144,0.4,0.6,0.191,0.529
Sarah Hurley,Cleveland State Vikings Women's,SO,G,34.0,4,Efficient Role Player,,570769,671493,772218,4.1,0.373,0.375,0.0,0.061,0.11,0.0,0.6,0.101,0.547
Paula Pique,Cleveland State Vikings Women's,SO,G,36.0,1,Bench Guard/Wing,,561941,661107,760273,3.6,0.362,0.273,0.682,0.123,0.072,0.2,1.5,0.118,0.463
Ella Van Weelden,Cleveland State Vikings Women's,SR,F,36.0,1,Bench Guard/Wing,,530038,623574,717110,1.9,0.296,0.254,0.5,0.073,0.097,0.1,0.4,0.134,0.405
Colby Guinta,Cleveland State Vikings Women's,SR,G,11.0,4,Efficient Role Player,,528727,622032,715337,1.8,0.417,0.3,1.0,0.237,0.035,0.0,0.3,0.2,0.653
Hanna Medina Kajevic,Cleveland State Vikings Women's,FR,G,22.0,1,Bench Guard/Wing,,507644,597228,686812,0.7,0.333,0.333,0.273,0.243,0.059,0.0,0.1,0.209,0.334
Mia Moore,Clemson Tigers Women's,SR,G,32.0,2,High-Volume Wing/Guard,,575055,676535,778016,13.3,0.458,0.37,0.669,0.317,0.1,0.3,1.3,0.248,0.539
Rusne Augustinaite,Clemson Tigers Women's,JR,G,33.0,4,Efficient Role Player,,526314,619192,712071,10.6,0.415,0.421,0.826,0.071,0.068,0.1,0.3,0.225,0.559
Taylor Johnson-Matthews,Clemson Tigers Women's,SR,G,33.0,2,High-Volume Wing/Guard,,507839,597458,687076,9.5,0.408,0.39,0.776,0.064,0.071,0.1,0.9,0.257,0.507
Rachael Rose,Clemson Tigers Women's,SR,G,32.0,4,Efficient Role Player,,491883,578686,665489,8.6,0.45,0.325,0.741,0.178,0.053,0.1,1.0,0.169,0.556
Raven Thompson,Clemson Tigers Women's,SR,F,33.0,4,Efficient Role Player,,472279,555623,638966,7.5,0.473,0.315,0.875,0.117,0.103,0.1,0.8,0.164,0.549
Hannah Kohn,Clemson Tigers Women's,JR,G,33.0,1,Bench Guard/Wing,,582027,684738,787449,4.7,0.306,0.301,0.667,0.07,0.05,0.1,0.6,0.163,0.456
Hadley Periman,Clemson Tigers Women's,JR,G-F,32.0,1,Bench Guard/Wing,,543681,639625,735568,2.6,0.263,0.182,0.667,0.098,0.146,1.0,0.7,0.109,0.371
Holland Harris,Clemson Tigers Women's,FR,F,22.0,3,Interior Specialist,,534626,628972,723317,2.1,0.375,0.375,0.385,0.062,0.152,0.3,0.2,0.184,0.434
Morgan Lee,Clemson Tigers Women's,SR,C,21.0,3,Interior Specialist,,531215,624959,718703,2.0,0.39,0.176,1.0,0.048,0.11,0.6,0.1,0.196,0.468
Amaia Jackson,Clemson Tigers Women's,FR,G,13.0,1,Bench Guard/Wing,,527819,620964,714109,1.8,0.348,0.182,0.625,0.138,0.042,0.0,0.0,0.177,0.429
Morgan Miller,Clemson Tigers Women's,SO,F,10.0,4,Efficient Role Player,,528390,621635,714881,1.8,0.667,0.75,0.375,0.0,0.145,0.0,0.2,0.195,0.703
Mya Perry,Cincinnati Bearcats Women's,SR,G,31.0,2,High-Volume Wing/Guard,,655739,771458,887176,17.8,0.395,0.357,0.77,0.114,0.04,0.4,1.5,0.271,0.518
Caliyah DeVillasee,Cincinnati Bearcats Women's,FR,G,27.0,2,High-Volume Wing/Guard,,595302,700356,805409,14.5,0.408,0.328,0.774,0.272,0.06,0.1,1.2,0.249,0.495
Reagan Jackson,Cincinnati Bearcats Women's,JR,G,31.0,1,Bench Guard/Wing,,512341,602754,693167,9.8,0.348,0.295,0.835,0.122,0.043,0.1,0.5,0.175,0.484
Kylie Torrence,Cincinnati Bearcats Women's,FR,F,29.0,3,Interior Specialist,,476314,560369,644425,7.7,0.393,0.0,0.547,0.099,0.162,1.0,1.2,0.233,0.414
Joya Crawford,Cincinnati Bearcats Women's,FR,G,24.0,1,Bench Guard/Wing,,442503,520592,598681,5.7,0.32,0.222,0.763,0.127,0.048,0.1,1.2,0.181,0.4
Dee Alexander,Cincinnati Bearcats Women's,FR,G,17.0,3,Interior Specialist,,583280,686211,789143,4.8,0.518,0.5,0.647,0.12,0.147,0.1,0.4,0.202,0.561
Ramiyah Byrd,Cincinnati Bearcats Women's,SO,F,29.0,3,Interior Specialist,,540407,635772,731138,2.4,0.397,0.0,0.464,0.106,0.179,0.4,0.7,0.124,0.411
Kali Barrett,Cincinnati Bearcats Women's,FR,F,11.0,1,Bench Guard/Wing,,427456,502889,578322,4.8,0.349,0.321,0.0,0.097,0.102,0.1,0.3,0.164,0.417
Delaney Snyder,Cincinnati Bearcats Women's,JR,C,21.0,4,Efficient Role Player,,517968,609374,700780,1.2,0.474,0.333,0.778,0.061,0.1,0.0,0.0,0.131,0.559
Paige Whitted,Cincinnati Bearcats Women's,FR,G,15.0,1,Bench Guard/Wing,,508600,598353,688106,0.7,0.176,0.167,0.75,0.1,0.057,0.0,0.0,0.118,0.291
Keona McGee,Chicago State Cougars Women's,SO,G,32.0,2,High-Volume Wing/Guard,,554604,652475,750346,12.2,0.41,0.279,0.7,0.166,0.067,0.1,1.5,0.239,0.488
Marisa Gant,Chicago State Cougars Women's,SO,G,32.0,1,Bench Guard/Wing,,469845,552759,635672,7.3,0.307,0.248,0.705,0.108,0.061,0.1,1.3,0.184,0.38
Kayla Mount,Chicago State Cougars Women's,SO,C,32.0,3,Interior Specialist,,458092,538932,619772,6.6,0.539,0.5,0.608,0.077,0.143,0.6,0.4,0.225,0.554
Kyara Champagne,Chicago State Cougars Women's,SO,G,32.0,4,Efficient Role Player,,448515,527665,606815,6.1,0.435,0.364,0.587,0.107,0.062,0.0,0.6,0.214,0.512
Tania Allen,Chicago State Cougars Women's,SR,G,32.0,1,Bench Guard/Wing,,427886,503396,578905,4.8,0.353,0.208,0.696,0.151,0.118,0.8,1.4,0.208,0.41
Brianna Hill,Chicago State Cougars Women's,JR,G,31.0,3,Interior Specialist,,428345,503936,579526,4.9,0.448,0.067,0.633,0.164,0.096,0.2,1.2,0.164,0.492
Chloe Sisco,Chicago State Cougars Women's,JR,G,31.0,1,Bench Guard/Wing,,427802,503296,578790,4.8,0.287,0.292,0.25,0.061,0.043,0.0,0.5,0.141,0.426
Tally Williams,Chicago State Cougars Women's,SO,G,19.0,1,Bench Guard/Wing,,473510,557071,640632,7.5,0.401,0.212,0.634,0.168,0.079,0.2,1.1,0.303,0.457
Aiyanna Culver,Chicago State Cougars Women's,SO,G,10.0,2,High-Volume Wing/Guard,,565421,665202,764982,12.8,0.419,0.291,0.8,0.15,0.045,0.2,1.4,0.288,0.537
Paris Bass,Chicago State Cougars Women's,SO,F,30.0,1,Bench Guard/Wing,,554948,652880,750812,3.2,0.449,0.143,0.552,0.074,0.061,0.2,0.4,0.172,0.472
Kace Urlacher,Chicago State Cougars Women's,JR,F,24.0,1,Bench Guard/Wing,,554485,652335,750185,3.2,0.356,0.4,0.724,0.18,0.068,0.5,0.8,0.151,0.444
Kitali Youmans,Chicago State Cougars Women's,FR,G,10.0,1,Bench Guard/Wing,,517261,608542,699824,1.2,0.375,0.0,0.462,0.363,0.06,0.0,0.4,0.203,0.423
Caia Elisaldez,Chattanooga Mocs Women's,JR,G,31.0,2,High-Volume Wing/Guard,,641129,754270,867410,17.0,0.496,0.296,0.776,0.336,0.051,0.1,1.5,0.269,0.563
Gianna Corbitt,Chattanooga Mocs Women's,SO,F,31.0,0,Elite Two-Way Big,,608036,715336,822637,15.2,0.506,0.428,0.842,0.098,0.17,0.7,2.2,0.256,0.62
